#,都府県振興局,アメダス観測所番号,地上観測所観測所番号,種類,観測装置の種類,観測_降水量,観測_気温,観測_風向,観測_風速,観測_相対湿度,観測_日照時間（ESは気象衛星等のデータからの推計値）,観測_降雪の深さ,観測所名_漢字名,観測所名_カタカナ名,観測所名_ローマ字名,観測所名_気象情報等に表記する名称,所在地_住所1,所在地_住所2,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,観測終了年月日,備考1,備考2
#,Prefectural Development Bureau,AMeDAS station number,Surface station station number,Type,Type of Observation Instrument,Observation_Precipitation,Observation_Temperature,Observation_wind_direction,Wind Speed,Relative humidity,Sunshine hours (ES is estimated from meteorological satellite data),Observation_Depth of snowfall,Station name_Kanji,Station name_Katakana,Station name_Roman alphabet,"Station name_Name to be written in meteorological information,etc.",Location_Address1,Location_Address2,Latitude (degree),Latitude (minutes),Longitude(degree),Longitude (minutes),Height above sea level (m),Height of anemometer (m),Height of thermometer (m),Observation start date,Observation end date,Remark 1,Remark 2
389,山形,35456,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,長井,ナガイ,NAGAI,長井,長井市平山,-,38,6.3,140,0.9,210,9,3,#1976.12.10,-,35930,湿度を除く
390,山形,35466,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,上山中山,カミノヤマナカヤマ,KAMINOYAMANAKAYAMA,上山中山,上山市中山字壁屋敷,-,38,7,140,12.8,270,-,-,2005.10.25,-,-,-
391,山形,35486,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,小国,オグニ,OGUNI,小国,西置賜郡小国町増岡字下林,-,38,4.7,139,44.1,140,10,4,#1976.12.8,-,35935,湿度を除く
392,山形,35511,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,高畠,タカハタ,TAKAHATA,高畠,東置賜郡高畠町安久津字加茂川原,-,38,0.2,140,12.4,220,10,1.5,1976.12.9,-,-,湿度を除く
393,山形,35537,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,中津川,ナカツガワ,NAKATSUGAWA,飯豊町中津川,西置賜郡飯豊町岩倉,-,37,54.6,139,50.6,390,-,-,1981.7.1,-,-,-
394,山形,35541,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,高峰,タカミネ,TAKAMINE,飯豊町高峰,西置賜郡飯豊町高峰,-,37,59.4,139,57.2,260,10,1.5,#1976.11.22,-,-,湿度を除く
395,山形,35552,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,米沢,ヨネザワ,YONEZAWA,米沢,米沢市アルカディア,-,37,54.7,140,8.6,245,9.3,2.5,2005.12.1,-,35940,-
396,福島,36056,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,茂庭,モニワ,MONIWA,福島市茂庭,福島市飯坂町茂庭字滑滝道,-,37,53.5,140,26.2,200,6.5,3,1992.10.23,-,36950,湿度を除く
397,福島,36066,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,梁川,ヤナガワ,YANAGAWA,伊達市梁川,伊達市梁川町粟野字作田,-,37,51.1,140,35.3,43,9.4,1.5,#1976.12.6,-,-,湿度を除く
398,福島,36106,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,桧原,ヒバラ,HIBARA,北塩原村桧原,耶麻郡北塩原村桧原字墓下,-,37,43.3,140,3.5,824,9.4,4,1978.10.26,-,-,湿度を除く
399,福島,36127,47595,官,地上気象観測装置,Y,Y,N,N,N,Y,Y,福島,フクシマ,FUKUSHIMA,福島,福島市松木町,福島地方気象台,37,45.5,140,28.2,67,-,-,2021.3.18,-,36955,気温、雨、日照
400,福島,36127,47595,官,地上気象観測装置,N,N,Y,Y,N,Y,Y,福島,フクシマ,FUKUSHIMA,福島,福島市八島田字琵琶渕,-,37,46.1,140,26.1,88,12,-,2021.3.18,-,-,風
401,福島,36151,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,相馬,ソウマ,SOMA,相馬,相馬市成田字五郎右エ門橋,-,37,47,140,55.5,9,6.5,1.5,#1976.12.7,-,-,-
402,福島,36176,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,喜多方,キタカタ,KITAKATA,喜多方,喜多方市字押切,-,37,39.5,139,51.8,212,10,3.5,#1976.12.13,-,-,湿度を除く
403,福島,36196,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,鷲倉,ワシクラ,WASHIKURA,福島市鷲倉,福島市土湯温泉町字鷲倉山国有林,-,37,40.1,140,15.6,1220,6.5,3,1976.11.16,-,-,湿度を除く
404,福島,36221,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,飯舘,イイタテ,IITATE,飯舘,相馬郡飯舘村飯樋字笠石,-,37,39.9,140,43.6,463,10,1.5,1976.12.4,-,-,湿度を除く
405,福島,36231,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,原町,ハラマチ,HARAMACHI,南相馬市原町,南相馬市原町区高見町,-,37,38.3,140,59,17,-,-,#,-,-,-
406,福島,36251,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,西会津,ニシアイヅ,NISHIAIZU,西会津,耶麻郡西会津町尾野本字樋ノ口原乙,-,37,35.3,139,39.4,165,10,3.5,(1975.5.21)1976.11.24,-,36905,湿度を除く
407,福島,36276,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,猪苗代,イナワシロ,INAWASHIRO,猪苗代,耶麻郡猪苗代町大字千代田字中島,-,37,33.1,140,6.5,519,9.9,3.5,#1976.11.30,-,36910,-
408,福島,36291,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,二本松,ニホンマツ,NIHOMMATSU,二本松,二本松市金色久保,-,37,35,140,25.8,235,10,1.5,#1976.12.3,-,-,湿度を除く
409,福島,36307,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,津島,ツシマ,TSUSHIMA,浪江町津島,双葉郡浪江町下津島字町,-,37,33.6,140,45.2,400,-,-,1977.3.23,-,-,-
410,福島,36342,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,金山,カネヤマ,KANEYAMA,金山,大沼郡金山町大字中川字沖根原,-,37,28.4,139,31.7,296,10,4.5,2007.12.19,-,36921,湿度を除く
411,福島,36361,47570,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,若松,ワカマツ,WAKAMATSU,若松,会津若松市材木町,若松特別地域気象観測所,37,29.3,139,54.6,212,19.1,-,#1975.3.17,-,36923,-
412,福島,36391,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,船引,フネヒキ,FUNEHIKI,田村市船引,田村市船引町船引字新房院,-,37,26.1,140,34.6,421,6.5,1.5,#1976.12.2,-,-,-
413,福島,36411,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,浪江,ナミエ,NAMIE,浪江,双葉郡浪江町大字川添字北上ノ原,-,37,29.5,140,57.9,43,10,1.5,#1976.12.8,-,-,湿度を除く
414,福島,36426,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,只見,タダミ,TADAMI,只見,南会津郡只見町只見字原,-,37,20.6,139,18.8,377,10.5,4.5,1976.7.20,-,36915,湿度を除く
415,福島,36461,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,湖南,コナン,KONAN,郡山市湖南,郡山市湖南町福良字家老,-,37,23.3,140,5.4,536,-,-,1982.6.18,-,-,-
416,福島,36476,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,郡山,コオリヤマ,KOORIYAMA,郡山,郡山市安積町成田字東丸山,-,37,22.1,140,19.8,249,6.4,1.5,#1976.3.12,-,-,-
417,福島,36501,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,川内,カワウチ,KAWAUCHI,川内,双葉郡川内村上川内字小山平,-,37,20.2,140,48.5,410,10,1.5,1976.11.30,-,-,湿度を除く
418,福島,36511,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,富岡,トミオカ,TOMIOKA,富岡,双葉郡富岡町小浜,-,37,20.8,141,1,50,-,-,#,-,-,-
419,福島,36536,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,南郷,ナンゴウ,NANGO,南会津町南郷,南会津郡南会津町界字梨木平,-,37,15.9,139,32.2,494,7.9,4.3,#1976.11.19,-,36925,-
420,福島,36562,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,湯本,ユモト,YUMOTO,天栄村湯本,岩瀬郡天栄村田良尾字持石,-,37,16.6,140,3.8,646,9.9,2.5,1988.10.5,-,36945,湿度を除く
421,福島,36571,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,長沼,ナガヌマ,NAGANUMA,須賀川市長沼,須賀川市長沼字町尻,-,37,17.3,140,13.1,317,-,-,1978.8.8,-,-,-
422,福島,36581,-,官,地上気象観測装置,Y,Y,Y,Y,Y,N,Y,玉川,タマカワ,TAMAKAWA,玉川,石川郡玉川村大字北須釜字はばき田,福島航空気象観測所,37,13.6,140,25.6,372,10,-,2003.1.1,-,36965,日照・湿度・気圧を除く
423,福島,36591,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,小野新町,オノニイマチ,ONONIIMACHI,小野町小野新町,田村郡小野町小野新町字舘廻,-,37,17.2,140,37.5,433,10,1.5,#1976.12.1,-,-,湿度を除く
424,福島,36597,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,川前,カワマエ,KAWAMAE,いわき市川前,いわき市川前町下桶売字久保田,-,37,14.8,140,43.4,492,-,-,19906.12.3,-,-,-
425,福島,36611,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,広野,ヒロノ,HIRONO,広野,双葉郡広野町下北迫字大谷地原,-,37,14,141,0,43,10,1.5,(1975.5.22)1976.12.13,-,-,湿度を除く
426,福島,36641,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,田島,タジマ,TAJIMA,南会津町田島,南会津郡南会津町田島字東下原,-,37,12.4,139,47.7,544,10,3,#1976.11.18,-,36935,湿度を除く
427,福島,36667,47597,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,白河,シラカワ,SHIRAKAWA,白河,白河市郭内,白河特別地域気象観測所,37,7.9,140,12.9,355,45.3,-,1994.1.28,-,36937,-
428,福島,36676,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,石川,イシカワ,ISHIKAWA,石川,石川郡石川町双里字本宮,-,37,8.8,140,27.6,290,10,1.5,#1976.11.26,-,-,湿度を除く
429,福島,36716,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,桧枝岐,ヒノエマタ,HINOEMATA,桧枝岐,南会津郡檜枝岐村字上河原,-,37,0.6,139,22.5,973,10,4.5,1978.10.31,-,36940,湿度を除く
430,福島,36726,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,舘岩,タテイワ,TATEIWA,南会津町舘岩,南会津郡南会津町松戸原,-,37,5.5,139,31.9,690,-,-,1978.8.9,-,-,-
431,福島,36781,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,平,タイラ,TAIRA,いわき市平,いわき市好間町今新田字宮西,-,37,3.9,140,52.6,12,-,-,#,-,-,-
432,福島,36821,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,東白川,ヒガシシラカワ,HIGASHISHIRAKAWA,塙町東白川,東白川郡塙町大字上石井字新田,-,36,56.3,140,24.5,183,6.4,1.5,#1976.11.25,-,-,-
433,福島,36836,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,山田,ヤマダ,YAMADA,いわき市山田,いわき市山田町大谷,-,36,56,140,44,25,10,1.5,19901.3.6,-,-,湿度を除く
434,福島,36846,47598,官,地上気象観測装置,Y,Y,N,N,N,Y,N,小名浜,オナハマ,ONAHAMA,小名浜,いわき市小名浜字船引場,小名浜特別地域気象観測所,36,56.8,140,54.2,3,-,-,#1975.3.17,-,-,気温、雨、日照
435,福島,36846,47598,官,地上気象観測装置,N,N,Y,Y,N,Y,N,小名浜,オナハマ,ONAHAMA,小名浜,いわき市小名浜大原字芳際,-,36,57.8,140,53,5,20,-,#1975.3.17,-,-,風
436,茨城,40041,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,花園,ハナゾノ,HANAZONO,北茨城市花園,北茨城市華川町花園,-,36,52.1,140,38.2,370,-,-,#,-,-,-
437,茨城,40046,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,北茨城,キタイバラキ,OTSU,北茨城,北茨城市関南町関本下,-,36,50,140,46.3,5,9.9,1.5,#1978.1.18,-,-,-
438,茨城,40061,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,大子,ダイゴ,DAIGO,大子,久慈郡大子町大子,-,36,46.7,140,20.7,120,10,1.5,#1978.1.13,-,-,湿度を除く
439,茨城,40066,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,徳田,トクダ,TOKUDA,常陸太田市徳田,常陸太田市徳田町,-,36,46.7,140,28.9,270,-,-,1977.7.15,-,-,-
440,茨城,40076,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,大能,オオノウ,ONO,高萩市大能,高萩市大能,-,36,44.6,140,35.6,395,-,-,1985.6.5,-,-,-
441,茨城,40091,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,常陸大宮,ヒタチオオミヤ,OSE,常陸大宮市上小瀬,常陸大宮市上小瀬,-,36,36.4,140,19.5,95,6.5,1.5,1978.12.20,-,-,湿度を除く
442,茨城,40126,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,中野,ナカノ,NAKANO,常陸太田市中野,常陸太田市中野町,-,36,30.9,140,28.4,17,-,-,1977.7.13,-,-,-
443,茨城,40136,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,日立,ヒタチ,HITACHI,日立,日立市会瀬町,-,36,34.8,140,38.7,34,10,1.5,(1975.5.20)1978.1.18,-,-,湿度を除く
444,茨城,40181,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,門井,カドイ,KYOWA,筑西市門井,筑西市門井,-,36,20,140,2,40,-,-,1982.6.23,-,-,-
445,茨城,40191,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,笠間,カサマ,KASAMA,笠間,笠間市箱田,-,36,23.7,140,14.4,72,10,1.5,#1978.1.31,-,-,湿度を除く
446,茨城,40201,47629,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,水戸,ミト,MITO,水戸,水戸市金町,水戸地方気象台,36,22.8,140,28,29,14.1,-,#1975.3.3,-,40900,-
447,茨城,40221,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,古河,コガ,KOGA,古河,古河市北町,-,36,12.1,139,43,20,10,1.5,#1978.1.11,-,-,湿度を除く
448,茨城,40231,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,下館,シモダテ,SHIMODATE,筑西市下館,筑西市西石田,-,36,16.9,139,59.3,24,6.5,1.5,2001.12.10,-,-,湿度を除く
449,茨城,40241,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,柿岡,カキオカ,KAKIOKA,石岡市柿岡,石岡市柿岡,-,36,14,140,11.3,27,-,-,1975.5.20,-,-,-
450,茨城,40251,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,美野里,ミノリ,MINORI,小美玉市美野里,小美玉市部室,-,36,14.2,140,19.5,25,-,-,1975.5.20,-,-,-
451,茨城,40281,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,下妻,シモツマ,SHIMOTSUMA,下妻,下妻市二本紀,-,36,10.1,139,56.7,20,10,1.5,#1978.1.11,-,-,湿度を除く
452,茨城,40311,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,鉾田,ホコタ,HOKOTA,鉾田,鉾田市安房,-,36,10.1,140,31.6,32,9.9,1.5,1978.1.31,-,-,-
453,茨城,40326,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,坂東,バンドウ,IWAI,坂東,坂東市辺田,-,36,2.1,139,53.6,16,-,-,#,-,-,-
454,茨城,40336,-,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,つくば,ツクバ,NAGAMINE,つくば,つくば市長峰,高層気象台,36,3.4,140,7.5,25,20.4,-,1990.3.9,-,40905,-
455,茨城,40341,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,土浦,ツチウラ,TSUCHIURA,土浦,土浦市木田余東台,-,36,6.2,140,13.2,26,10,1.5,#1978.1.12,-,-,湿度を除く
456,茨城,40391,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,江戸崎,エドサキ,EDOSAKI,稲敷市江戸崎,稲敷市江戸崎甲,-,35,57.6,140,19.2,25,-,-,1975.3.28,-,-,-
457,茨城,40406,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,鹿嶋,カシマ,KASHIMA,鹿嶋,鹿嶋市城山,-,35,57.8,140,37.3,37,10,1.5,#1978.1.17,-,-,湿度を除く
458,茨城,40426,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,龍ケ崎,リュウガサキ,RYUGASAKI,龍ケ崎,龍ケ崎市大徳町,-,35,53.4,140,12.7,4,9.4,1.5,(1975.5.20)1978.12.19,-,-,湿度を除く
459,栃木,41011,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,那須高原,ナスコウゲン,NASU,那須高原,那須郡那須町大島,-,37,7.4,140,2.1,749,6.6,1.5,#1977.11.9,-,41900,-
460,栃木,41076,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,五十里,イカリ,IKARI,日光市五十里,日光市五十里堀割,-,36,55.3,139,41.7,620,10,1.5,(1975.5.20)1977.11.10,-,-,湿度を除く
461,栃木,41091,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,黒磯,クロイソ,KUROISO,那須塩原市黒磯,那須塩原市埼玉,-,36,58.9,140,1.1,343,9.9,1.5,#1977.12.26,-,-,-
462,栃木,41116,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,土呂部,ドロブ,DOROBU,日光市土呂部,日光市土呂部,-,36,53.5,139,34.1,925,10,1.5,1977.11.10,-,41905,湿度を除く
463,栃木,41141,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,大田原,オオタワラ,OTAWARA,大田原,大田原市宇田川,-,36,50.4,140,2.1,188,9.9,1.5,#1976.2.20,-,-,-
464,栃木,41166,47690,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,奥日光,オクニッコウ,NIKKO,奥日光中禅寺湖畔,日光市中宮祠,日光特別地域気象観測所,36,44.3,139,30,1292,11.3,-,#1975.11.27,-,41910,-
465,栃木,41172,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,日光東町,ニッコウヒガシマチ,NIKKOHIGASHIMACHI,日光市日光東町,日光市稲荷町,-,36,45,139,36.9,561,10.4,1.5,2022.11.16,-,-,湿度を除く
466,栃木,41181,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,塩谷,シオヤ,SHIOYA,塩谷,塩谷郡塩谷町大字田所,-,36,45.4,139,53,225,10.5,1.5,1978.12.21,-,-,湿度を除く
467,栃木,41211,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,足尾,アシオ,ASHIO,日光市足尾,日光市足尾町,-,36,38.8,139,26.9,650,-,-,1975.5.20,-,-,-
468,栃木,41241,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,高根沢,タカネザワ,TAKANEZAWA,高根沢,塩谷郡高根沢町上高根沢台の原,-,36,36.4,139,59.9,148,-,-,#,-,-,-
469,栃木,41247,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,那須烏山,ナスカラスヤマ,NASU-KARASUYAMA,那須烏山,那須烏山市森田字小塙前,-,36,38.5,140,7,82,10.5,1.5,19901.2.24,-,-,湿度を除く
470,栃木,41271,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,鹿沼,カヌマ,KANUMA,鹿沼,鹿沼市見野,-,36,35.5,139,44.1,165,10.5,1.5,#1978.1.9,-,-,湿度を除く
471,栃木,41277,47615,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,宇都宮,ウツノミヤ,UTSUNOMIYA,宇都宮,宇都宮市明保野町,宇都宮地方気象台,36,32.9,139,52.1,119,49.4,-,1989.12.20,-,41915,-
472,栃木,41311,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,葛生,クズウ,KUZUU,佐野市葛生,佐野市豊代町,-,36,25.9,139,35.4,120,-,-,#,-,-,-
473,栃木,41331,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,真岡,モオカ,MOOKA,真岡,真岡市下籠谷,-,36,28.6,139,59.2,91,10,1.5,#1978.1.10,-,-,湿度を除く
474,栃木,41356,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,足利,アシカガ,ASHIKAGA,足利,足利市元学町,-,36,20.5,139,27.7,35,-,-,#,-,-,-
475,栃木,41361,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,佐野,サノ,SANO,佐野,佐野市田沼町,-,36,21.8,139,34.2,68,10.8,1.5,(1975.5.20)1978.1.9,-,-,湿度を除く
476,栃木,41371,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,栃木,トチギ,TOCHIGI,栃木,栃木市平井町,-,36,22.4,139,42.2,65,-,-,#,-,-,-
477,栃木,41376,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,小山,オヤマ,OYAMA,小山,小山市出井,-,36,20.3,139,49.8,44,15.8,1.5,#1978.1.10,-,-,湿度を除く
478,群馬,42046,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,藤原,フジワラ,FUJIWARA,みなかみ町藤原,利根郡みなかみ町藤原字屋倉,-,36,51.8,139,3.5,700,9.9,4,1977.11.11,-,42900,-
479,群馬,42091,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,みなかみ,ミナカミ,MINAKAMI,みなかみ町湯原,利根郡みなかみ町湯原,-,36,46.4,138,57.9,524,10,3,(1975.5.20)1977.12.23,-,42905,-
480,群馬,42106,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,片品,カタシナ,KATASHINA,片品,利根郡片品村鎌田,-,36,46.3,139,14.3,861,-,-,1977.7.19,-,-,-
481,群馬,42121,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,草津,クサツ,KUSATSU,草津,吾妻郡草津町草津,-,36,37,138,35.5,1223,7.5,2.5,#1977.12.23,-,42910,湿度を除く
482,群馬,42146,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,沼田,ヌマタ,NUMATA,沼田,沼田市井土上町,-,36,40.1,139,1.3,390,9.9,1.5,#1977.12.21,-,-,-
483,群馬,42186,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,中之条,ナカノジョウ,NAKANOJO,中之条,吾妻郡中之条町伊勢町,-,36,35.2,138,51,354,10,1.5,(1975.5.20)1977.12.21,-,-,湿度を除く
484,群馬,42221,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,田代,タシロ,TASHIRO,嬬恋村田代,吾妻郡嬬恋村田代,-,36,27.8,138,27.8,1230,10,2,#1977.12.22,-,-,湿度を除く
485,群馬,42241,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,榛名山,ハルナサン,HARUNASAN,高崎市榛名山,高崎市榛名湖町沼ノ原甲,-,36,28.3,138,52.4,1088,-,-,#,-,-,-
486,群馬,42251,47624,官,地上気象観測装置,Y,Y,N,N,N,Y,Y,前橋,マエバシ,MAEBASHI,前橋,前橋市昭和町,前橋地方気象台,36,24.3,139,3.6,112,-,-,#1975.2.27,-,42915,気温、雨
487,群馬,42251,47624,官,地上気象観測装置,N,N,Y,Y,N,Y,Y,前橋,マエバシ,MAEBASHI,前橋,前橋市元総社町,-,36,23.2,139,2.3,112,12.6,-,#1975.2.27,-,-,風、日照
488,群馬,42261,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,黒保根,クロホネ,KUROHONE,桐生市黒保根,桐生市黒保根町水沼,-,36,30.1,139,17,285,-,-,1978.6.16,-,-,-
489,群馬,42266,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,桐生,キリュウ,KIRYU,桐生,桐生市元宿町,-,36,24.6,139,19.5,117,10,1.5,#1976.2.5,-,-,湿度を除く
490,群馬,42286,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,上里見,カミサトミ,KAMISATOMI,高崎市上里見,高崎市上里見町,-,36,22.6,138,53.7,183,6.5,1.5,#1977.12.19,-,-,湿度を除く
491,群馬,42302,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,伊勢崎,イセサキ,ISESAKI,伊勢崎,伊勢崎市宮子町,-,36,19.9,139,9.9,64,12,1.5,1998.7.27,-,-,湿度を除く
492,群馬,42326,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,西野牧,ニシノマキ,NISHI-NOMAKI,下仁田町西野牧,甘楽郡下仁田町西野牧,-,36,14.7,138,42.4,375,10,1.5,#1977.12.20,-,-,湿度を除く
493,群馬,42341,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,藤岡,フジオカ,FUJIOKA,藤岡,藤岡市藤岡,-,36,14.5,139,4.2,95,-,-,#,-,-,-
494,群馬,42366,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,館林,タテバヤシ,TATEBAYASHI,館林,館林市富士原町,-,36,14.4,139,30.8,23,10.1,1.5,#1978.12.22,-,-,湿度を除く
495,群馬,42396,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,神流,カンナ,MAMBA,神流町神流,多野郡神流町大字黒田字坂井道下,-,36,6.5,138,53.8,357,8.5,1.5,1977.11.17,-,-,湿度を除く
496,埼玉,43051,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,寄居,ヨリイ,YORII,寄居,大里郡寄居町大字折原,-,36,6.3,139,11,128,10,1.5,(1975.5.17)1977.12.19,-,-,湿度を除く
497,埼玉,43056,47626,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,熊谷,クマガヤ,KUMAGAYA,熊谷,熊谷市桜町,熊谷地方気象台,36,9,139,22.8,30,16.7,-,#1975.3.3,-,43905,-
498,埼玉,43091,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,上吉田,カミヨシダ,KAMIYOSHIDA,秩父市上吉田,秩父市上吉田,-,36,3.2,138,58.8,275,-,-,1977.8.25,-,-,-
499,埼玉,43121,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,鴻巣,コウノス,KONOSU,鴻巣,鴻巣市中央,-,36,3.9,139,31.3,15,-,-,1975.6.11,-,-,-
500,埼玉,43126,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,久喜,クキ,KUKI,久喜,久喜市六万部,-,36,5.2,139,38.1,12,10,1.5,#1977.12.20,-,-,湿度を除く
501,埼玉,43151,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,三峰,ミツミネ,MITSUMINE,秩父市三峰,秩父市三峰,-,35,55.6,138,55.4,975,-,-,1975.5.16,-,-,-
502,埼玉,43156,47641,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,秩父,チチブ,CHICHIBU,秩父,秩父市上町,秩父特別地域気象観測所,35,59.4,139,4.4,232,17.2,-,#1975.11.28,-,43900,-
503,埼玉,43157,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,浦山,ウラヤマ,URAYAMA,秩父市浦山,秩父市浦山,-,35,55.2,139,4.2,400,-,-,1977.6.28,-,-,-
