観測所番号,観測所名（漢字）,観測所名（カナ）,観測所名（ローマ字）,積雪の観測所名（漢字）,積雪の観測所名（カナ）,積雪の観測所名（ローマ字）,観測地点を代表する緯度,観測地点を代表する経度,観測地点を代表する標高,風向風速計の高さ,予備,予備,積雪の観測地点の緯度,積雪の観測地点の経度,積雪の観測地点の標高,降水量の統計の有無,風の統計の有無,気温の統計の有無,日照時間の統計の有無,積雪の統計の有無,予備,湿度の統計の有無,観測開始年月日,観測終了年月日,旧観測所番号,降水量の統計接続,風の統計接続,気温の統計接続,日照時間の統計接続,積雪の深さの統計接続,予備,湿度の統計接続
24217,江差,エサシ,ESASHI,江差,エサシ,ESASHI,41.867,140.123,4,19.4,,,41.867,140.123,4,1,1,1,1,1,,0,1999/3/1,2008/3/25,24217,0,0,0,0,0,,0
24217,江差,エサシ,ESASHI,江差,エサシ,ESASHI,41.867,140.123,4,19.4,,,41.867,140.123,4,1,1,1,1,1,,0,2008/3/26,2011/10/19,24217,0,4,4,0,0,,0
24217,江差,エサシ,ESASHI,江差,エサシ,ESASHI,41.867,140.123,4,19.5,,,41.867,140.123,4,1,1,1,1,1,,0,2011/10/20,2021/3/1,24217,0,0,0,0,0,,0
24217,江差,エサシ,ESASHI,江差,エサシ,ESASHI,41.867,140.123,4,19.5,,,41.867,140.123,4,1,1,1,1,1,,1,2021/3/2,9999-99-99,24217,0,0,0,0,0,,0
24236,石崎,イシザキ,ISHIZAKI,,,,41.702,140.027,8,,,,,,,1,0,0,0,0,,0,1977/10/20,2001/3/15,24236,1,1,1,1,1,,1
24236,石崎,イシザキ,ISHIZAKI,,,,41.7,140.028,5,,,,,,,1,0,0,0,0,,0,2001/3/16,9999-99-99,24236,0,0,0,0,0,,0
31001,大間,オオマ,OMA,,,,41.527,140.912,14,,,,,,,1,0,0,0,0,,0,1975/5/24,1976/11/23,31001,1,1,1,1,1,,1
31001,大間,オオマ,OMA,,,,41.527,140.912,14,6.5,,,,,,1,1,1,1,0,,0,1976/11/24,1983/9/29,31001,0,0,0,0,0,,0
31001,大間,オオマ,OMA,大間,オオマ,OMA,41.527,140.912,14,6.5,,,41.527,140.933,20,1,1,1,1,1,,0,1983/9/30,1986/4/23,31001,0,0,0,0,0,,0
31001,大間,オオマ,OMA,大間,オオマ,OMA,41.527,140.912,14,6.5,,,41.527,140.933,20,1,1,1,1,1,,0,1986/4/24,1997/10/28,31001,0,0,0,1,0,,0
31001,大間,オオマ,OMA,大間,オオマ,OMA,41.527,140.912,14,6.5,,,41.527,140.912,14,1,1,1,1,1,,0,1997/10/29,2006/10/12,31001,0,0,0,0,0,,0
31001,大間,オオマ,OMA,大間,オオマ,OMA,41.527,140.912,14,10,,,41.527,140.912,14,1,1,1,1,1,,0,2006/10/13,2008/10/2,31001,0,0,0,4,0,,0
31001,大間,オオマ,OMA,大間,オオマ,OMA,41.527,140.912,14,10,,,41.527,140.912,14,1,1,1,1,1,,0,2008/10/3,2021/3/1,31001,0,4,4,0,0,,0
31001,大間,オオマ,OMA,大間,オオマ,OMA,41.527,140.912,14,10,,,41.527,140.912,14,1,1,1,2,1,,0,2021/3/2,2023/9/21,31001,0,0,0,6,0,,0
31001,大間,オオマ,OMA,大間,オオマ,OMA,41.527,140.912,14,9.9,,,41.527,140.912,14,1,1,1,2,1,,1,2023/9/22,9999-99-99,31001,0,0,0,0,0,,0
31036,湯野川,ユノカワ,YUNOKAWA,,,,41.313,140.957,162,,,,,,,1,0,0,0,0,,0,2005/10/21,9999-99-99,31036,1,1,1,1,1,,1
31106,障子山,ショウジヤマ,SHOJIYAMA,,,,41.277,141.097,740,,,,,,,1,0,0,0,0,,0,1974/11/1,2005/10/21,31106,1,1,1,1,1,,1
31111,むつ,ムツ,MUTSU,,,,41.283,141.21,3,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/12/9,31111,1,1,1,1,1,,1
31111,むつ,ムツ,MUTSU,,,,41.283,141.21,3,10.6,,,,,,1,1,1,1,0,,0,1975/12/10,1987/12/31,31111,0,0,0,0,0,,0
31111,むつ,ムツ,MUTSU,,,,41.283,141.21,3,10.6,,,,,,1,1,1,1,0,,0,1988/1/1,1998/3/1,31111,0,0,0,1,0,,0
31111,むつ,ムツ,MUTSU,むつ,ムツ,MUTSU,41.283,141.21,3,10.6,,,41.283,141.21,3,1,1,1,1,1,,0,1998/3/2,2008/3/25,31111,0,0,0,0,0,,0
31111,むつ,ムツ,MUTSU,むつ,ムツ,MUTSU,41.283,141.21,3,10.6,,,41.283,141.21,3,1,1,1,1,1,,0,2008/3/26,2011/10/12,31111,0,4,4,0,0,,0
31111,むつ,ムツ,MUTSU,むつ,ムツ,MUTSU,41.283,141.21,3,11.1,,,41.283,141.21,3,1,1,1,1,1,,0,2011/10/13,2021/3/1,31111,0,0,0,0,0,,0
31111,むつ,ムツ,MUTSU,むつ,ムツ,MUTSU,41.283,141.21,3,11.1,,,41.283,141.21,3,1,1,1,1,1,,1,2021/3/2,9999-99-99,31111,0,0,0,0,0,,0
31121,小田野沢,オダノサワ,ODANOSAWA,,,,41.225,141.397,6,6.5,,,,,,1,1,1,1,0,,0,1976/11/22,1986/7/31,31121,1,1,1,1,1,,1
31121,小田野沢,オダノサワ,ODANOSAWA,,,,41.235,141.397,6,6.5,,,,,,1,1,1,1,0,,0,1986/8/1,1986/8/27,31121,0,0,0,0,0,,0
31121,小田野沢,オダノサワ,ODANOSAWA,,,,41.235,141.397,6,6.5,,,,,,1,1,1,1,0,,0,1986/8/28,2008/12/1,31121,0,0,0,1,0,,0
31121,小田野沢,オダノサワ,ODANOSAWA,,,,41.235,141.397,6,6.5,,,,,,1,1,1,1,0,,0,2008/12/2,2009/11/30,31121,0,4,4,4,0,,0
31121,小田野沢,オダノサワ,ODANOSAWA,,,,41.235,141.397,6,10,,,,,,1,1,1,1,0,,0,2009/12/1,2021/3/1,31121,0,0,0,0,0,,0
31121,小田野沢,オダノサワ,ODANOSAWA,,,,41.235,141.397,6,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,31121,0,0,0,6,0,,0
31136,今別,イマベツ,IMABETSU,,,,41.182,140.48,7,,,,,,,1,0,0,0,0,,0,1975/5/21,1976/11/15,31136,1,1,1,1,1,,1
31136,今別,イマベツ,IMABETSU,,,,41.182,140.48,7,6.5,,,,,,1,1,1,1,0,,0,1976/11/16,1979/10/30,31136,0,0,0,0,0,,0
31136,今別,イマベツ,IMABETSU,今別,イマベツ,IMABETSU,41.182,140.48,7,6.5,,,41.18,140.482,30,1,1,1,1,1,,0,1979/10/31,1981/11/24,31136,0,0,0,0,0,,0
31136,今別,イマベツ,IMABETSU,今別,イマベツ,IMABETSU,41.18,140.482,30,6.5,,,41.18,140.482,30,1,1,1,1,1,,0,1981/11/25,1987/9/8,31136,0,0,0,0,0,,0
31136,今別,イマベツ,IMABETSU,今別,イマベツ,IMABETSU,41.18,140.482,30,6.5,,,41.18,140.482,30,1,1,1,1,1,,0,1987/9/9,2007/12/10,31136,0,0,0,1,0,,0
31136,今別,イマベツ,IMABETSU,今別,イマベツ,IMABETSU,41.18,140.482,30,6.5,,,41.18,140.482,30,1,1,1,1,1,,0,2007/12/11,2008/3/25,31136,0,0,0,4,0,,0
31136,今別,イマベツ,IMABETSU,今別,イマベツ,IMABETSU,41.18,140.482,30,6.5,,,41.18,140.482,30,1,1,1,1,1,,0,2008/3/26,2009/11/24,31136,0,4,4,0,0,,0
31136,今別,イマベツ,IMABETSU,今別,イマベツ,IMABETSU,41.18,140.482,30,10,,,41.18,140.482,30,1,1,1,1,1,,0,2009/11/25,2021/3/1,31136,0,0,0,0,0,,0
31136,今別,イマベツ,IMABETSU,今別,イマベツ,IMABETSU,41.18,140.482,30,10,,,41.18,140.482,30,1,1,1,2,1,,0,2021/3/2,9999-99-99,31136,0,0,0,6,0,,0
31156,脇野沢,ワキノサワ,WAKINOSAWA,,,,41.145,140.818,30,6.5,,,,,,1,1,1,1,0,,0,1976/11/25,1983/9/29,31156,1,1,1,1,1,,1
31156,脇野沢,ワキノサワ,WAKINOSAWA,脇野沢,ワキノサワ,WAKINOSAWA,41.145,140.818,30,6.5,,,41.145,140.822,15,1,1,1,1,1,,0,1983/9/30,1986/8/27,31156,0,0,0,0,0,,0
31156,脇野沢,ワキノサワ,WAKINOSAWA,脇野沢,ワキノサワ,WAKINOSAWA,41.145,140.818,30,6.5,,,41.145,140.822,15,1,1,1,1,1,,0,1986/8/28,1998/10/13,31156,0,0,0,1,0,,0
31156,脇野沢,ワキノサワ,WAKINOSAWA,脇野沢,ワキノサワ,WAKINOSAWA,41.145,140.822,15,8.3,,,41.145,140.822,15,1,1,1,1,1,,0,1998/10/14,2007/12/13,31156,0,0,0,0,0,,0
31156,脇野沢,ワキノサワ,WAKINOSAWA,脇野沢,ワキノサワ,WAKINOSAWA,41.145,140.822,15,8.3,,,41.145,140.822,15,1,1,1,1,1,,0,2007/12/14,2008/3/25,31156,0,0,0,4,0,,0
31156,脇野沢,ワキノサワ,WAKINOSAWA,脇野沢,ワキノサワ,WAKINOSAWA,41.145,140.822,15,8.3,,,41.145,140.822,15,1,1,1,1,1,,0,2008/3/26,2010/11/11,31156,0,4,4,0,0,,0
31156,脇野沢,ワキノサワ,WAKINOSAWA,脇野沢,ワキノサワ,WAKINOSAWA,41.145,140.822,15,10,,,41.145,140.822,15,1,1,1,1,1,,0,2010/11/12,2021/3/1,31156,0,0,0,0,0,,0
31156,脇野沢,ワキノサワ,WAKINOSAWA,脇野沢,ワキノサワ,WAKINOSAWA,41.145,140.822,15,10,,,41.145,140.822,15,1,1,1,2,1,,0,2021/3/2,9999-99-99,31156,0,0,0,6,0,,0
31186,市浦,シウラ,SHIURA,,,,41.057,140.347,20,6.5,,,,,,1,1,1,1,0,,0,1976/11/18,1987/9/2,31186,1,1,1,1,1,,1
31186,市浦,シウラ,SHIURA,,,,41.057,140.347,20,6.5,,,,,,1,1,1,1,0,,0,1987/9/3,2006/10/10,31186,0,0,0,1,0,,0
31186,市浦,シウラ,SHIURA,,,,41.057,140.347,20,10,,,,,,1,1,1,1,0,,0,2006/10/11,2008/10/15,31186,0,0,0,4,0,,0
31186,市浦,シウラ,SHIURA,,,,41.057,140.347,20,10,,,,,,1,1,1,1,0,,0,2008/10/16,2021/3/1,31186,0,4,4,0,0,,0
31186,市浦,シウラ,SHIURA,,,,41.057,140.347,20,10,,,,,,1,1,1,2,0,,0,2021/3/2,2021/10/17,31186,0,0,0,6,0,,0
31186,市浦,シウラ,SHIURA,,,,41.057,140.347,20,9.9,,,,,,1,1,1,2,0,,1,2021/10/18,9999-99-99,31186,0,0,0,0,0,,0
31201,蟹田,カニタ,KANITA,,,,41.045,140.638,3,,,,,,,1,0,0,0,0,,0,1974/11/1,1976/11/16,31201,1,1,1,1,1,,1
31201,蟹田,カニタ,KANITA,,,,41.045,140.638,3,6.5,,,,,,1,1,1,1,0,,0,1976/11/17,1987/9/6,31201,0,0,0,0,0,,0
31201,蟹田,カニタ,KANITA,,,,41.045,140.638,3,6.5,,,,,,1,1,1,1,0,,0,1987/9/7,2001/12/16,31201,0,0,0,1,0,,0
31201,蟹田,カニタ,KANITA,,,,41.045,140.633,5,8.2,,,,,,1,1,1,1,0,,0,2001/12/17,2008/12/3,31201,0,0,0,0,0,,0
31201,蟹田,カニタ,KANITA,,,,41.045,140.633,5,8.2,,,,,,1,1,1,1,0,,0,2008/12/4,2021/3/1,31201,0,4,4,4,0,,0
31201,蟹田,カニタ,KANITA,,,,41.045,140.633,5,8.2,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,31201,0,0,0,6,0,,0
31281,六ケ所,ロッカショ,ROKKASHO,,,,40.953,141.317,57,,,,,,,1,0,0,0,0,,0,1975/5/21,1976/11/19,31281,1,1,1,1,1,,1
31281,六ケ所,ロッカショ,ROKKASHO,,,,40.953,141.317,57,6.5,,,,,,1,1,1,1,0,,0,1976/11/20,1982/9/21,31281,0,0,0,0,0,,0
31296,五所川原,ゴショガワラ,GOSHOGAWARA,,,,40.808,140.438,9,,,,,,,1,0,0,0,0,,0,1975/6/28,1976/11/18,31296,1,1,1,1,1,,1
31296,五所川原,ゴショガワラ,GOSHOGAWARA,,,,40.808,140.438,9,6.5,,,,,,1,1,1,1,0,,0,1976/11/19,1979/10/30,31296,0,0,0,0,0,,0
31296,五所川原,ゴショガワラ,GOSHOGAWARA,五所川原,ゴショガワラ,GOSHOGAWARA,40.808,140.438,9,6.5,,,40.808,140.458,9,1,1,1,1,1,,0,1979/10/31,1981/11/30,31296,0,0,0,0,0,,0
31296,五所川原,ゴショガワラ,GOSHOGAWARA,五所川原,ゴショガワラ,GOSHOGAWARA,40.808,140.458,9,6.5,,,40.808,140.458,9,1,1,1,1,1,,0,1981/12/1,1986/10/13,31296,0,0,0,0,0,,0
31296,五所川原,ゴショガワラ,GOSHOGAWARA,五所川原,ゴショガワラ,GOSHOGAWARA,40.808,140.458,9,6.5,,,40.808,140.458,9,1,1,1,1,1,,0,1986/10/14,2006/10/5,31296,0,0,0,1,0,,0
31296,五所川原,ゴショガワラ,GOSHOGAWARA,五所川原,ゴショガワラ,GOSHOGAWARA,40.808,140.458,9,10,,,40.808,140.458,9,1,1,1,1,1,,0,2006/10/6,2008/10/9,31296,0,0,0,4,0,,0
31296,五所川原,ゴショガワラ,GOSHOGAWARA,五所川原,ゴショガワラ,GOSHOGAWARA,40.808,140.458,9,10,,,40.808,140.458,9,1,1,1,1,1,,0,2008/10/10,2021/3/1,31296,0,4,4,0,0,,0
31296,五所川原,ゴショガワラ,GOSHOGAWARA,五所川原,ゴショガワラ,GOSHOGAWARA,40.808,140.458,9,10,,,40.808,140.458,9,1,1,1,2,1,,0,2021/3/2,2021/10/3,31296,0,0,0,6,0,,0
31296,五所川原,ゴショガワラ,GOSHOGAWARA,五所川原,ゴショガワラ,GOSHOGAWARA,40.808,140.458,9,9.9,,,40.808,140.458,9,1,1,1,2,1,,1,2021/10/4,9999-99-99,31296,0,0,0,0,0,,0
31311,青森,アオモリ,AOMORI,,,,40.822,140.777,3,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/4/2,31311,1,1,1,1,1,,1
31311,青森,アオモリ,AOMORI,,,,40.822,140.777,3,18.5,,,,,,1,1,1,1,0,,0,1975/4/3,1985/12/31,31311,0,0,0,0,0,,0
31311,青森,アオモリ,AOMORI,,,,40.822,140.777,3,18.5,,,,,,1,1,1,1,0,,0,1986/1/1,1989/12/1,31311,0,0,0,1,0,,0
31312,青森,アオモリ,AOMORI,,,,40.822,140.768,3,30.4,,,,,,1,1,1,1,0,,0,1989/12/1,1998/3/1,31311,0,1,0,0,0,,0
31312,青森,アオモリ,AOMORI,青森,アオモリ,AOMORI,40.822,140.768,3,30.4,,,40.822,140.768,3,1,1,1,1,1,,0,1998/3/2,2008/3/25,31312,0,0,0,0,0,,0
31312,青森,アオモリ,AOMORI,青森,アオモリ,AOMORI,40.822,140.768,3,30.4,,,40.822,140.768,3,1,1,1,1,1,,0,2008/3/26,2011/7/20,31312,0,4,4,0,0,,0
31312,青森,アオモリ,AOMORI,青森,アオモリ,AOMORI,40.822,140.768,3,31.6,,,40.822,140.768,3,1,1,1,1,1,,0,2011/7/21,2011/10/24,31312,0,0,0,0,0,,0
31312,青森,アオモリ,AOMORI,青森,アオモリ,AOMORI,40.822,140.768,3,31.8,,,40.822,140.768,3,1,1,1,1,1,,0,2011/10/25,2021/3/1,31312,0,0,0,0,0,,0
31312,青森,アオモリ,AOMORI,青森,アオモリ,AOMORI,40.822,140.768,3,31.8,,,40.822,140.768,3,1,1,1,1,1,,1,2021/3/2,9999-99-99,31312,0,0,0,0,0,,0
31321,大和山,ヤマトヤマ,YAMATOYAMA,,,,40.848,140.985,137,,,,,,,1,0,0,0,0,,0,1975/5/24,9999-99-99,31321,1,1,1,1,1,,1
31331,野辺地,ノヘジ,NOHEJI,,,,40.85,141.105,43,,,,,,,1,0,0,0,0,,0,1974/11/1,1976/11/18,31331,1,1,1,1,1,,1
31331,野辺地,ノヘジ,NOHEJI,,,,40.85,141.105,43,6.5,,,,,,1,1,1,1,0,,0,1976/11/19,1979/10/30,31331,0,0,0,0,0,,0
31331,野辺地,ノヘジ,NOHEJI,野辺地,ノヘジ,NOHEJI,40.85,141.105,43,6.5,,,40.85,141.105,43,1,1,1,1,1,,0,1979/10/31,1987/8/23,31331,0,0,0,0,0,,0
31331,野辺地,ノヘジ,NOHEJI,野辺地,ノヘジ,NOHEJI,40.85,141.105,43,6.5,,,40.85,141.105,43,1,1,1,1,1,,0,1987/8/24,2008/11/21,31331,0,0,0,1,0,,0
31332,野辺地,ノヘジ,NOHEJI,野辺地,ノヘジ,NOHEJI,40.885,141.16,14,10,,,40.885,141.16,14,1,1,1,1,1,,0,2008/11/21,2021/3/1,31332,1,5,5,5,1,,1
31332,野辺地,ノヘジ,NOHEJI,野辺地,ノヘジ,NOHEJI,40.885,141.16,14,10,,,40.885,141.16,14,1,1,1,2,1,,0,2021/3/2,9999-99-99,31332,0,0,0,6,0,,0
31336,六ケ所,ロッカショ,ROKKASHO,,,,40.888,141.28,85,6.5,,,,,,1,1,1,1,0,,0,1982/9/22,1987/5/24,31336,1,1,1,1,1,,1
31336,六ケ所,ロッカショ,ROKKASHO,,,,40.888,141.28,85,6.5,,,,,,1,1,1,1,0,,0,1987/5/25,1994/10/31,31336,0,0,0,1,0,,0
31336,六ケ所,ロッカショ,ROKKASHO,,,,40.885,141.272,80,8.3,,,,,,1,1,1,1,0,,0,1994/11/1,2006/10/16,31336,0,0,0,0,0,,0
31336,六ケ所,ロッカショ,ROKKASHO,,,,40.885,141.272,80,8.3,,,,,,1,1,1,1,0,,0,2006/10/17,2008/10/7,31336,0,0,0,4,0,,0
31336,六ケ所,ロッカショ,ROKKASHO,,,,40.885,141.272,80,8.3,,,,,,1,1,1,1,0,,0,2008/10/8,2021/3/1,31336,0,4,4,0,0,,0
31336,六ケ所,ロッカショ,ROKKASHO,,,,40.885,141.272,80,8.3,,,,,,1,1,1,2,0,,0,2021/3/2,2023/9/19,31336,0,0,0,6,0,,0
31336,六ケ所,ロッカショ,ROKKASHO,,,,40.885,141.272,80,8.2,,,,,,1,1,1,2,0,,1,2023/9/20,9999-99-99,31336,0,0,0,0,0,,0
31366,鰺ケ沢,アジガサワ,AJIGASAWA,,,,40.755,140.227,40,,,,,,,1,0,0,0,0,,0,1974/11/1,1976/11/21,31366,1,1,1,1,1,,1
31366,鰺ケ沢,アジガサワ,AJIGASAWA,,,,40.777,140.205,40,6.5,,,,,,1,1,1,1,0,,0,1976/11/22,1983/9/29,31366,0,0,0,0,0,,0
31366,鰺ケ沢,アジガサワ,AJIGASAWA,鰺ケ沢,アジガサワ,AJIGASAWA,40.777,140.205,40,6.5,,,40.777,140.205,40,1,1,1,1,1,,0,1983/9/30,1986/10/13,31366,0,0,0,0,0,,0
31366,鰺ケ沢,アジガサワ,AJIGASAWA,鰺ケ沢,アジガサワ,AJIGASAWA,40.777,140.205,40,6.5,,,40.777,140.205,40,1,1,1,1,1,,0,1986/10/14,2006/10/2,31366,0,0,0,1,0,,0
31366,鰺ケ沢,アジガサワ,AJIGASAWA,鰺ケ沢,アジガサワ,AJIGASAWA,40.777,140.205,40,10,,,40.777,140.205,40,1,1,1,1,1,,0,2006/10/3,2008/10/17,31366,0,0,0,4,0,,0
31366,鰺ケ沢,アジガサワ,AJIGASAWA,鰺ケ沢,アジガサワ,AJIGASAWA,40.777,140.205,40,10,,,40.777,140.205,40,1,1,1,1,1,,0,2008/10/18,2021/3/1,31366,0,4,4,0,0,,0
31366,鰺ケ沢,アジガサワ,AJIGASAWA,鰺ケ沢,アジガサワ,AJIGASAWA,40.777,140.205,40,10,,,40.777,140.205,40,1,1,1,2,1,,0,2021/3/2,2021/3/22,31366,0,0,0,6,0,,0
31366,鰺ケ沢,アジガサワ,AJIGASAWA,鰺ケ沢,アジガサワ,AJIGASAWA,40.777,140.205,40,10.1,,,40.777,140.205,40,1,1,1,2,1,,1,2021/3/23,9999-99-99,31366,0,0,0,0,0,,0
31376,五所川原,ゴショガワラ,GOSHOGAWARA,,,,40.798,140.442,9,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/6/27,31376,1,1,1,1,1,,1
31386,青森大谷,アオモリオオタニ,AOMORI-OTANI,,,,40.733,140.688,198,10,,,,,,1,1,1,0,0,,0,2003/1/1,2009/1/28,31386,1,1,1,1,1,,1
31386,青森大谷,アオモリオオタニ,AOMORI-OTANI,,,,40.733,140.688,198,10,,,,,,1,1,1,0,0,,0,2009/1/29,2020/11/25,31386,0,4,4,0,0,,0
31386,青森大谷,アオモリオオタニ,AOMORI-OTANI,青森大谷,アオモリオオタニ,AOMORI-OTANI,40.733,140.688,198,10,,,40.733,140.688,198,1,1,1,0,1,,0,2020/11/26,9999-99-99,31386,0,0,0,0,0,,0
31411,七戸,シチノヘ,SHICHINOHE,,,,40.71,141.113,70,,,,,,,1,0,0,0,0,,0,1977/9/22,2000/10/29,31411,1,1,1,1,1,,1
31411,七戸,シチノヘ,SHICHINOHE,,,,40.708,141.128,57,,,,,,,1,0,0,0,0,,0,2000/10/30,9999-99-99,31411,0,0,0,0,0,,0
31436,深浦,フカウラ,FUKAURA,,,,40.645,139.932,66,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/3/21,31436,1,1,1,1,1,,1
31436,深浦,フカウラ,FUKAURA,,,,40.645,139.932,66,13.4,,,,,,1,1,1,1,0,,0,1975/3/22,1986/12/31,31436,0,0,0,0,0,,0
31436,深浦,フカウラ,FUKAURA,,,,40.645,139.932,66,13.4,,,,,,1,1,1,1,0,,0,1987/1/1,1999/12/14,31436,0,0,0,1,0,,0
31436,深浦,フカウラ,FUKAURA,,,,40.645,139.932,66,13.3,,,,,,1,1,1,1,0,,0,1999/12/15,1999/12/16,31436,0,0,0,0,0,,0
31436,深浦,フカウラ,FUKAURA,深浦,フカウラ,FUKAURA,40.645,139.932,66,13.3,,,40.645,139.932,66,1,1,1,1,1,,0,1999/12/17,2007/12/4,31436,0,0,0,0,0,,0
31436,深浦,フカウラ,FUKAURA,深浦,フカウラ,FUKAURA,40.645,139.932,66,21.9,,,40.645,139.932,66,1,1,1,1,1,,0,2007/12/5,2008/3/25,31436,0,0,0,0,0,,0
31436,深浦,フカウラ,FUKAURA,深浦,フカウラ,FUKAURA,40.645,139.932,66,21.9,,,40.645,139.932,66,1,1,1,1,1,,0,2008/3/26,2013/10/23,31436,0,4,4,0,0,,0
31436,深浦,フカウラ,FUKAURA,深浦,フカウラ,FUKAURA,40.645,139.932,66,22.2,,,40.645,139.932,66,1,1,1,1,1,,0,2013/10/24,2021/3/1,31436,0,0,0,0,0,,0
31436,深浦,フカウラ,FUKAURA,深浦,フカウラ,FUKAURA,40.645,139.932,66,22.2,,,40.645,139.932,66,1,1,1,1,1,,1,2021/3/2,9999-99-99,31436,0,0,0,0,0,,0
31441,長慶平,チョウケイダイラ,CHOKEIDAIRA,,,,40.618,139.997,242,,,,,,,1,0,0,0,0,,0,1976/7/29,1977/9/1,31441,1,1,1,1,1,,1
31451,岳,ダケ,DAKE,,,,40.628,140.263,440,,,,,,,1,0,0,0,0,,0,1976/7/26,1998/12/3,31451,1,1,1,1,1,,1
31451,岳,ダケ,DAKE,,,,40.628,140.263,438,,,,,,,1,0,0,0,0,,0,1998/12/4,9999-99-99,31451,0,0,0,0,0,,0
31461,弘前,ヒロサキ,HIROSAKI,,,,40.612,140.455,30,,,,,,,1,0,0,0,0,,0,1974/11/1,1976/3/4,31461,1,1,1,1,1,,1
31461,弘前,ヒロサキ,HIROSAKI,,,,40.612,140.455,30,6.5,,,,,,1,1,1,1,0,,0,1976/3/5,1982/10/30,31461,0,0,0,0,0,,0
31461,弘前,ヒロサキ,HIROSAKI,弘前,ヒロサキ,HIROSAKI,40.612,140.455,30,6.5,,,40.612,140.455,30,1,1,1,1,1,,0,1982/10/31,1987/9/1,31461,0,0,0,0,0,,0
31461,弘前,ヒロサキ,HIROSAKI,弘前,ヒロサキ,HIROSAKI,40.612,140.455,30,6.5,,,40.612,140.455,30,1,1,1,1,1,,0,1987/9/2,2005/10/24,31461,0,0,0,1,0,,0
31461,弘前,ヒロサキ,HIROSAKI,弘前,ヒロサキ,HIROSAKI,40.612,140.455,30,6.5,,,40.612,140.455,30,1,1,1,1,1,,0,2005/10/25,2008/9/24,31461,0,0,0,4,0,,0
31461,弘前,ヒロサキ,HIROSAKI,弘前,ヒロサキ,HIROSAKI,40.612,140.455,30,6.5,,,40.612,140.455,30,1,1,1,1,1,,0,2008/9/25,2009/11/19,31461,0,4,4,0,0,,0
31461,弘前,ヒロサキ,HIROSAKI,弘前,ヒロサキ,HIROSAKI,40.612,140.455,30,10,,,40.612,140.455,30,1,1,1,1,1,,0,2009/11/20,2021/3/1,31461,0,0,0,0,0,,0
31461,弘前,ヒロサキ,HIROSAKI,弘前,ヒロサキ,HIROSAKI,40.612,140.455,30,10,,,40.612,140.455,30,1,1,1,2,1,,0,2021/3/2,2021/3/7,31461,0,0,0,6,0,,0
31461,弘前,ヒロサキ,HIROSAKI,弘前,ヒロサキ,HIROSAKI,40.612,140.455,30,10,,,40.612,140.455,30,1,1,1,2,1,,1,2021/3/8,9999-99-99,31461,0,0,0,0,0,,0
31466,黒石,クロイシ,KUROISHI,,,,40.647,140.582,40,,,,,,,1,0,0,0,0,,0,1974/11/1,1976/11/21,31466,1,1,1,1,1,,1
31466,黒石,クロイシ,KUROISHI,,,,40.647,140.582,40,6.5,,,,,,1,1,1,1,0,,0,1976/11/22,1986/11/12,31466,0,0,0,0,0,,0
31466,黒石,クロイシ,KUROISHI,,,,40.647,140.582,40,6.5,,,,,,1,1,1,1,0,,0,1986/11/13,2007/12/18,31466,0,0,0,1,0,,0
31466,黒石,クロイシ,KUROISHI,,,,40.667,140.585,30,10,,,,,,1,1,1,1,0,,0,2007/12/19,2008/3/25,31466,0,0,0,4,0,,0
31466,黒石,クロイシ,KUROISHI,,,,40.667,140.585,30,10,,,,,,1,1,1,1,0,,0,2008/3/26,2021/3/1,31466,0,4,4,0,0,,0
31466,黒石,クロイシ,KUROISHI,,,,40.667,140.585,30,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,31466,0,0,0,6,0,,0
31481,八甲田山,ハッコウダサン,HAKKODASAN,,,,40.675,140.858,1310,,,,,,,1,0,0,0,0,,0,1974/11/1,2009/11/2,31481,1,1,1,1,1,,1
31482,酸ケ湯,スカユ,SUKAYU,,,,40.648,140.848,920,,,,,,,1,0,0,0,0,,0,1975/11/27,1976/11/14,31482,1,1,1,1,1,,1
31482,酸ケ湯,スカユ,SUKAYU,,,,40.648,140.848,890,10.5,,,,,,1,1,1,1,0,,0,1976/11/15,1979/10/30,31482,0,0,0,0,0,,0
31482,酸ケ湯,スカユ,SUKAYU,酸ケ湯,スカユ,SUKAYU,40.648,140.848,890,10.5,,,40.648,140.848,890,1,1,1,1,1,,0,1979/10/31,1987/5/14,31482,0,0,0,0,0,,0
31482,酸ケ湯,スカユ,SUKAYU,酸ケ湯,スカユ,SUKAYU,40.648,140.848,890,10.5,,,40.648,140.848,890,1,1,1,1,1,,0,1987/5/15,2008/10/23,31482,0,0,0,1,0,,0
31482,酸ケ湯,スカユ,SUKAYU,酸ケ湯,スカユ,SUKAYU,40.648,140.848,890,10,,,40.648,140.848,890,1,1,1,1,1,,0,2008/10/24,2021/3/1,31482,0,4,4,4,0,,0
31482,酸ケ湯,スカユ,SUKAYU,酸ケ湯,スカユ,SUKAYU,40.648,140.848,890,10,,,40.648,140.848,890,1,1,1,2,1,,0,2021/3/2,9999-99-99,31482,0,0,0,6,0,,0
