地点番号 観測点の種類（※1） 観測要素_気温 観測要素_降水量 観測要素_風向 観測要素_風速 観測要素_日照時間(※2) 観測要素_積雪深 観測要素_湿度 観測要素_気圧 緯度（[度, 分]） 経度（[度, 分]） 標高（m） 観測所名_漢字 観測所名_カタカタ 観測所名_アルファベット
	※1：Aは管区気象台・地方気象台・沖縄気象台、Bは測候所・特別地域気象観測所（元測候所）、Cは通常のアメダス、Dは父島気象観測所、Eは南鳥島気象観測所、Fは富士山特別気象観測所
	※2：Yevは、観測ではなく推計気象分布に基づく推定値で、2021年3月2日から気象官署・特別地域気象観測所を除く地域気象観測所において提供
11001, C, Y, Y, Y, Y, Yev, N, Y, N, [45,31.2], [141,56.1], 26, 宗谷岬, ソウヤミサキ, Cape Soya
82101, C, Y, Y, Y, Y, Yev, N, Y, N, [33,42.8], [130,58.5], 9, 行橋, ユクハシ, Yukuhashi
82136, B, Y, Y, Y, Y, Y, N, Y, Y, [33,39.1], [130,41.6], 37, 飯塚, イイヅカ, Iizuka
82171, C, Y, Y, Y, Y, Yev, N, Y, N, [33,33.6], [130,11.4], 5, 前原, マエバル, Maebaru
82182, A, Y, Y, Y, Y, Y, Y, Y, Y, [33,34.9], [130,22.5], 3, 福岡, フクオカ, Fukuoka
82186, C, Y, Y, Y, Y, N, N, N, N, [33,35.0], [130,27.1], 9, 博多, ハカタ：福岡空港, Hakata
82191, C, Y, Y, Y, Y, Yev, N, Y, N, [33,29.8], [130,29.4], 52, 太宰府, ダザイフ, Dazaifu
82206, C, Y, Y, Y, Y, Yev, N, Y, N, [33,33.5], [130,51.3], 92, 添田, ソエダ, Soeda
82241, C, N, Y, N, N, N, N, N, N, [33,29.3], [130,21.2], 83, 早良脇山, サワラワキヤマ, Sawara-Wakiyama
82261, C, Y, Y, Y, Y, Yev, N, Y, N, [33,24.4], [130,41.7], 38, 朝倉, アサクラ, Asakura
82272, C, N, Y, N, N, N, N, N, N, [33,29.3], [130,55.4], 823, 英彦山, ヒコサン, Mt.Hikosan
82306, C, Y, Y, Y, Y, Yev, N, Y, N, [33,18.2], [130,29.6], 7, 久留米, クルメ, Kurume
82316, C, N, Y, N, N, N, N, N, N, [33,17.5], [130,37.5], 607, 耳納山, ミノウサン, Mt. Mino
82317, C, Y, Y, Y, Y, Yev, N, Y, N, [33,13.5], [130,38.7], 144, 黒木, クロギ, Kurogi
82331, C, N, Y, N, N, N, N, N, N, [33,9.6], [130,24.2], 7, 柳川, ヤナガワ, Yanagawa
82361, C, Y, Y, Y, Y, Yev, N, Y, N, [33,0.4], [130,28.0], 40, 大牟田, オオムタ, Omuta
83021, C, Y, Y, Y, Y, Yev, N, Y, N, [33,40.7], [131,34.5], 53, 国見, クニミ, Kunimi
83051, C, Y, Y, Y, Y, Yev, N, Y, N, [33,35.2], [131,14.7], 12, 中津, ナカツ, Nakatsu
83061, C, Y, Y, Y, Y, Yev, N, Y, N, [33,34.2], [131,26.0], 5, 豊後高田, ブンゴタカダ, Bungo-Takada
83096, C, N, Y, N, N, N, N, N, N, [33,26.7], [131,6.9], 100, 耶馬渓, ヤバケイ, Yabakei
83106, C, Y, Y, Y, Y, Yev, N, Y, N, [33,25.2], [131,19.0], 90, 院内, インナイ, Innai
83121, C, Y, Y, Y, Y, Yev, N, Y, N, [33,25.0], [131,35.8], 5, 杵築, キツキ, Kitsuki
83126, C, Y, Y, Y, Y, N, N, N, N, [33,28.7], [131,44.2], 5, 武蔵, ムサシ：大分空港, Musashi
83137, B, Y, Y, Y, Y, Y, N, Y, Y, [33,19.3], [130,55.7], 83, 日田, ヒタ, Hita
83191, C, Y, Y, Y, Y, Yev, N, Y, N, [33,17.5], [131,9.3], 331, 玖珠, クス, Kusu
83201, C, Y, Y, Y, Y, Yev, N, Y, N, [33,15.2], [131,20.8], 435, 湯布院, ユフイン, Yufuin
83216, A, Y, Y, Y, Y, Y, Y, Y, Y, [33,14.1], [131,37.1], 5, 大分, オオイタ, Oita
83226, C, N, Y, N, N, N, N, N, N, [33,14.9], [131,51.9], 1, 佐賀関, サガノセキ, Saganoseki
83242, C, N, Y, N, N, N, N, N, N, [33,11.4], [130,54.9], 843, 椿ヶ鼻, ツバキガハナ, Tsubakigahana
83286, C, N, Y, N, N, N, N, N, N, [33,7.9], [131,47.8], 30, 臼杵, ウスキ, Usuki
83341, C, Y, Y, Y, Y, Yev, N, Y, N, [33,3.9], [131,37.9], 121, 犬飼, イヌカイ, Inukai
83371, C, Y, Y, Y, Y, Yev, N, Y, N, [32,58.4], [131,23.9], 261, 竹田, タケタ, Taketa
83401, C, Y, Y, Y, Y, Yev, N, Y, N, [32,57.0], [131,54.1], 2, 佐伯, サイキ, Saiki
83431, C, Y, Y, Y, Y, Yev, N, Y, N, [32,50.7], [131,40.5], 200, 宇目, ウメ, Ume
83476, C, Y, Y, Y, Y, Yev, N, Y, N, [32,47.7], [131,55.4], 2, 蒲江, カマエ, Kamae
84012, C, Y, Y, Y, Y, Yev, N, Y, N, [34,41.9], [129,26.7], 63, 鰐浦, ワニウラ, Waniura
84072, B, Y, Y, Y, Y, Y, N, Y, Y, [34,11.8], [129,17.5], 5, 厳原, イヅハラ, Izuhara
84076, C, Y, Y, Y, Y, N, N, N, N, [34,17.1], [129,19.8], 63, 美津島, ミツシマ：対馬空港, Mitsushima
84121, C, Y, Y, Y, Y, Yev, N, Y, N, [33,48.0], [129,43.3], 97, 芦辺, アシベ, Ashibe
84122, C, Y, Y, Y, Y, N, N, N, N, [33,44.9], [129,47.1], 12, 石田, イシダ：壱岐空港, Ishida
84171, B, Y, Y, Y, Y, Y, N, Y, Y, [33,21.6], [129,33.0], 58, 平戸, ヒラド, Hirado
84183, C, Y, Y, Y, Y, Yev, N, Y, N, [33,20.5], [129,42.7], 14, 松浦, マツウラ, Matsuura
84266, B, Y, Y, Y, Y, Y, N, Y, Y, [33,9.5], [129,43.6], 4, 佐世保, サセボ, Sasebo
84306, C, Y, Y, Y, Y, Yev, N, Y, N, [33,0.8], [129,39.1], 18, 西海, サイカイ, Saikai
84341, C, Y, Y, Y, Y, Yev, N, Y, N, [32,58.9], [129,7.1], 11, 有川, アリカワ, Arikawa
84361, C, N, Y, N, N, N, N, N, N, [32,54.5], [129,44.3], 510, 長浦岳, ナガウラダケ, Mt.Nagaura
84371, C, Y, Y, Y, Y, N, N, N, N, [32,55.0], [129,54.8], 3, 大村, オオムラ：長崎空港, Omura
84441, C, N, Y, N, N, N, N, N, N, [32,50.6], [130,1.5], 15, 諫早, イサハヤ, Isahaya
84496, A, Y, Y, Y, Y, Y, Y, Y, Y, [32,44.0], [129,52.0], 27, 長崎, ナガサキ, Nagasaki
84519, B, Y, Y, Y, Y, Y, N, Y, Y, [32,44.2], [130,15.7], 678, 雲仙岳, ウンゼンダケ, Mt.Unzen
84523, C, Y, Y, Y, Y, Yev, N, Y, N, [32,45.6], [130,21.7], 14, 島原, シマバラ, Shimabara
84536, B, Y, Y, Y, Y, Y, N, Y, Y, [32,41.6], [128,49.6], 25, 福江, フクエ, Fukue
84537, C, Y, Y, Y, Y, N, N, N, N, [32,39.9], [128,49.9], 77, 上大津, カミオオヅ：福江空港, Kami-Ozu
84561, C, Y, Y, Y, Y, Yev, N, Y, N, [32,36.7], [130,11.6], 13, 口之津, クチノツ, Kuchinotsu
84597, C, Y, Y, Y, Y, Yev, N, Y, N, [32,34.9], [129,46.6], 4, 脇岬, ワキミサキ, Wakimisaki
85033, C, Y, Y, Y, Y, Yev, N, Y, N, [33,27.5], [129,57.3], 23, 唐津, カラツ, Karatsu
85046, C, N, Y, N, N, N, N, N, N, [33,24.8], [130,13.2], 339, 北山, ホクザン, Hokuzan
85106, C, N, Y, N, N, N, N, N, N, [33,23.1], [130,31.0], 25, 鳥栖, トス, Tosu
85116, C, Y, Y, Y, Y, Yev, N, Y, N, [33,16.0], [129,52.7], 25, 伊万里, イマリ, Imari
85142, A, Y, Y, Y, Y, Y, Y, Y, Y, [33,15.9], [130,18.3], 6, 佐賀, サガ, Saga
85161, C, Y, Y, Y, Y, Yev, N, Y, N, [33,7.0], [129,59.7], 81, 嬉野, ウレシノ, Ureshino
85166, C, Y, Y, Y, Y, Yev, N, Y, N, [33,11.0], [130,8.9], 2, 白石, シロイシ, Shiroishi
85176, C, Y, Y, Y, Y, N, N, N, N, [33,8.9], [130,18.1], 2, 川副, カワソエ：佐賀空港, Kawasoe
86006, C, Y, Y, Y, Y, Yev, N, Y, N, [33,6.9], [130,41.5], 119, 鹿北, カホク, Kahoku
86066, C, Y, Y, Y, Y, Yev, N, Y, N, [33,6.2], [131,4.0], 448, 南小国, ミナミオグニ, Minami-Oguni
86086, C, Y, Y, Y, Y, Yev, N, Y, N, [32,54.9], [130,30.7], 15, 岱明, タイメイ, Taimei
86101, C, Y, Y, Y, Y, Yev, N, Y, N, [32,56.7], [130,46.9], 83, 菊池, キクチ, Kikuchi
86111, C, Y, Y, Y, Y, Yev, N, Y, N, [32,56.8], [131,2.4], 487, 阿蘇乙姫, アソオトヒメ, Aso-Otohime
86141, A, Y, Y, Y, Y, Y, Y, Y, Y, [32,48.8], [130,42.4], 38, 熊本, クマモト, Kumamoto
86146, C, Y, Y, Y, Y, N, N, N, N, [32,50.2], [130,51.3], 193, 益城, マシキ：熊本空港, Mashiki
86157, C, Y, Y, Y, Y, Yev, Y, Y, N, [32,49.9], [131,0.8], 394, 南阿蘇, ミナミアソ, Minami-Aso
86161, C, Y, Y, Y, Y, Yev, N, Y, N, [32,49.3], [131,7.5], 555, 高森, タカモリ, Takamori
86181, C, N, Y, N, N, N, N, N, N, [32,42.0], [130,39.4], 6, 宇土, ウト, Uto
86197, C, N, Y, N, N, N, N, N, N, [32,42.7], [130,57.5], 574, 山都, ヤマト, Yamato
86216, C, Y, Y, Y, Y, Yev, N, Y, N, [32,36.7], [130,28.7], 60, 三角, ミスミ, Misumi
86236, C, Y, Y, Y, Y, Yev, N, Y, N, [32,40.3], [130,49.0], 52, 甲佐, コウサ, Kosa
86271, C, Y, Y, Y, Y, Yev, N, Y, N, [32,30.9], [130,26.8], 2, 松島, マツシマ, Matsushima
86316, C, Y, Y, Y, Y, Yev, N, Y, N, [32,28.1], [130,10.8], 30, 本渡, ホンド, Hondo
86336, C, Y, Y, Y, Y, Yev, N, Y, N, [32,28.4], [130,36.4], 8, 八代, ヤツシロ, Yatsushiro
86396, C, N, Y, N, N, N, N, N, N, [32,21.8], [130,30.5], 3, 田浦, タノウラ, Tanoura
86407, C, N, Y, N, N, N, N, N, N, [32,18.1], [130,44.8], 218, 山江, ヤマエ, Yamae
86411, C, N, Y, N, N, N, N, N, N, [32,23.7], [130,49.6], 310, 五木, イツキ, Itsuki
86451, C, Y, Y, Y, Y, Yev, N, Y, N, [32,12.3], [130,24.4], 6, 水俣, ミナマタ, Minamata
86461, C, N, Y, N, N, N, N, N, N, [32,14.7], [130,38.7], 120, 一勝地, イッショウチ, Isshochi
86467, B, Y, Y, Y, Y, Y, N, Y, Y, [32,13.0], [130,45.3], 146, 人吉, ヒトヨシ, Hitoyoshi
86477, C, Y, Y, Y, Y, Yev, N, Y, N, [32,13.5], [130,54.3], 166, 上, ウエ, Ue
86478, C, N, Y, N, N, N, N, N, N, [32,17.7], [130,57.0], 210, 多良木, タラギ, Taragi
86481, C, N, Y, N, N, N, N, N, N, [32,15.8], [131,2.6], 665, 湯前横谷, ユノマエヨコタニ, Yunomae-Yokotani
86491, B, Y, Y, Y, Y, Y, N, Y, Y, [32,11.8], [130,1.6], 3, 牛深, ウシブカ, Ushibuka
87041, C, Y, Y, Y, Y, Yev, N, Y, N, [32,42.7], [131,17.4], 350, 高千穂, タカチホ, Takachiho
87066, C, Y, Y, Y, Y, Yev, N, Y, N, [32,42.7], [131,49.2], 14, 古江, フルエ, Furue
87071, C, Y, Y, Y, Y, Yev, N, Y, N, [32,38.6], [131,9.4], 590, 鞍岡, クラオカ, Kuraoka
87086, C, N, Y, N, N, N, N, N, N, [32,40.9], [131,24.4], 262, 日之影, ヒノカゲ, Hinokage
87127, C, N, Y, N, N, N, N, N, N, [32,31.0], [131,20.1], 150, 諸塚, モロツカ, Morotsuka
87136, C, N, Y, N, N, N, N, N, N, [32,33.7], [131,31.5], 30, 北方, キタカタ, Kitakata
87141, B, Y, Y, Y, Y, Y, N, Y, Y, [32,34.9], [131,39.4], 19, 延岡, ノベオカ, Nobeoka
87157, C, N, Y, N, N, N, N, N, N, [32,28.5], [131,6.2], 517, 椎葉, シイバ, Shiiba
87181, C, Y, Y, Y, Y, Yev, N, Y, N, [32,24.5], [131,36.0], 20, 日向, ヒュウガ, Hyuga
87206, C, Y, Y, Y, Y, Yev, N, Y, N, [32,23.1], [131,19.9], 250, 神門, ミカド, Mikado
87231, C, Y, Y, Y, Y, Yev, N, Y, N, [32,14.4], [131,9.1], 260, 西米良, ニシメラ, Nishimera
87251, C, N, Y, N, N, N, N, N, N, [32,17.0], [131,32.5], 61, 都農, ツノ, Tsuno
87293, C, Y, Y, Y, Y, Yev, N, Y, N, [32,7.4], [131,28.5], 57, 高鍋, タカナベ, Takanabe
87301, C, Y, Y, Y, Y, Yev, N, Y, N, [32,2.8], [130,48.6], 228, 加久藤, カクトウ, Kakuto
87331, C, Y, Y, Y, Y, Yev, N, Y, N, [32,3.8], [131,24.8], 8, 西都, サイト, Saito
87346, C, N, Y, N, N, N, N, N, N, [31,56.7], [130,50.4], 1150, えびの高原, エビノコウゲン, Ebino-kogen
87352, C, Y, Y, Y, Y, Yev, N, Y, N, [32,0.0], [130,57.2], 276, 小林, コバヤシ, Kobayashi
87361, C, N, Y, N, N, N, N, N, N, [31,57.4], [131,9.4], 182, 野尻, ノジリ, Nojiri
87371, C, N, Y, N, N, N, N, N, N, [32,0.4], [131,17.8], 66, 国富, クニトミ, Kunitomi
87376, A, Y, Y, Y, Y, Y, Y, Y, Y, [31,56.3], [131,24.8], 9, 宮崎, ミヤザキ, Miyazaki
87406, C, Y, Y, Y, Y, Yev, N, Y, N, [31,50.6], [131,18.5], 134, 田野, タノ, Tano
87412, C, Y, Y, Y, Y, N, N, N, N, [31,52.6], [131,26.9], 6, 赤江, アカエ：宮崎空港, Akae
87426, B, Y, Y, Y, Y, Y, N, Y, Y, [31,43.8], [131,4.9], 154, 都城, ミヤコノジョウ, Miyakonojo
87461, C, N, Y, N, N, N, N, N, N, [31,38.2], [131,15.0], 130, 深瀬, フカセ, Fukase
87492, B, Y, Y, Y, Y, Y, N, Y, Y, [31,34.7], [131,24.4], 3, 油津, アブラツ, Aburatsu
87501, C, Y, Y, Y, Y, Yev, N, Y, N, [31,27.9], [131,13.2], 20, 串間, クシマ, Kushima
82036, C, N, Y, N, N, N, N, N, N, [33,51.8], [130,2.1], 49, 小呂島, オロノシマ, Oronoshima
88061, B, Y, Y, Y, Y, Y, N, Y, Y, [32,1.6], [130,12.0], 40, 阿久根, アクネ, Akune
88066, C, N, Y, N, N, N, N, N, N, [32,5.6], [130,21.1], 11, 出水, イズミ, Izumi
88081, C, Y, Y, Y, Y, Yev, N, Y, N, [32,2.8], [130,37.6], 175, 大口, オオクチ, Okuchi
88101, C, N, Y, N, N, N, N, N, N, [31,58.8], [130,22.0], 1060, 紫尾山, シビサン, Mt.Shibisan
88107, C, Y, Y, Y, Y, Yev, N, Y, N, [31,55.0], [130,27.3], 59, さつま柏原, サツマカシワバル, Satsuma-Kashiwabaru
88131, C, Y, Y, Y, Y, Yev, N, Y, N, [31,50.1], [129,52.0], 10, 中甑, ナカコシキ, Nakakoshiki
88151, C, Y, Y, Y, Y, Yev, N, Y, N, [31,50.0], [130,18.9], 5, 川内, センダイ, Sendai
88166, C, Y, Y, Y, Y, N, N, N, N, [31,48.2], [130,43.1], 272, 溝辺, ミゾベ：鹿児島空港, Mizobe
88211, C, N, Y, N, N, N, N, N, N, [31,44.8], [130,26.3], 533, 八重山, ヤエヤマ, Yaeyama
88261, C, Y, Y, Y, Y, Yev, N, Y, N, [31,40.1], [130,19.7], 40, 東市来, ヒガシイチキ, Higashi-Ichiki
88286, C, Y, Y, Y, Y, Yev, N, Y, N, [31,39.7], [130,50.6], 387, 牧之原, マキノハラ, Makinohara
88317, A, Y, Y, Y, Y, Y, Y, Y, Y, [31,33.3], [130,32.8], 4, 鹿児島, カゴシマ, Kagoshima
88331, C, Y, Y, Y, Y, Yev, N, Y, N, [31,35.3], [130,51.3], 360, 輝北, キホク, Kihoku
88341, C, N, Y, N, N, N, N, N, N, [31,34.8], [131,0.3], 170, 大隅, オオスミ, Osumi
88371, C, Y, Y, Y, Y, Yev, N, Y, N, [31,24.9], [130,19.5], 9, 加世田, カセダ, Kaseda
88392, C, N, Y, N, N, N, N, N, N, [31,27.5], [130,51.7], 89, 吉ケ別府, ヨシガベップ, Yoshigabeppu
88406, C, Y, Y, Y, Y, Yev, N, Y, N, [31,28.7], [131,5.7], 70, 志布志, シブシ, Shibushi
88432, C, Y, Y, Y, Y, Yev, N, Y, N, [31,23.2], [130,32.4], 4, 喜入, キイレ, Kiire
88442, C, Y, Y, Y, Y, Yev, N, Y, N, [31,23.5], [130,51.8], 63, 鹿屋, カノヤ, Kanoya
88447, C, Y, Y, Y, Y, Yev, N, Y, N, [31,20.4], [130,56.3], 31, 肝付前田, キモツキマエダ, Kimotsuki-Maeda
88466, B, Y, Y, Y, Y, Y, N, Y, Y, [31,16.3], [130,17.5], 30, 枕崎, マクラザキ, Makurazaki
88486, C, Y, Y, Y, Y, Yev, N, Y, N, [31,15.0], [130,38.2], 5, 指宿, イブスキ, Ibusuki
88506, C, Y, Y, Y, Y, Yev, N, Y, N, [31,16.6], [131,3.3], 8, 内之浦, ウチノウラ, Uchinoura
88536, C, Y, Y, Y, Y, Yev, N, Y, N, [31,11.9], [130,50.6], 182, 田代, タシロ, Tashiro
88551, C, N, Y, N, N, N, N, N, N, [31,5.6], [130,41.4], 27, 佐多, サタ, Sata
88612, B, Y, Y, Y, Y, Y, N, Y, Y, [30,43.2], [130,58.9], 25, 種子島, タネガシマ, Tanegashima Island
88621, C, Y, Y, Y, Y, N, N, N, N, [30,36.3], [130,59.5], 234, 中種子, ナカタネ：種子島空港, Nakatane
88666, C, Y, Y, Y, Y, Yev, N, Y, N, [30,24.4], [130,54.1], 150, 上中, カミナカ, Kaminaka
88686, B, Y, Y, Y, Y, Y, N, Y, Y, [30,23.1], [130,39.5], 37, 屋久島, ヤクシマ：屋久島空港, Yakushima Island
88706, C, Y, Y, Y, Y, Yev, N, Y, N, [30,14.1], [130,33.3], 60, 尾之間, オノアイダ, Onoaida
88736, C, Y, Y, Y, Y, Yev, N, Y, N, [29,50.4], [129,52.0], 220, 中之島, ナカノシマ, Nakanoshima Island
88746, C, N, Y, N, N, N, N, N, N, [29,41.0], [129,31.7], 97, 平島, タイラジマ, Tairajima Island
88756, C, N, Y, N, N, N, N, N, N, [29,36.6], [129,42.3], 111, 諏訪之瀬島, スワノセジマ, Suwanosejima Island
88776, C, N, Y, N, N, N, N, N, N, [29,13.5], [129,19.7], 10, 小宝島, コダカラジマ, Kodakarajima Island
88781, C, N, Y, N, N, N, N, N, N, [29,9.1], [129,12.1], 33, 宝島, タカラジマ, Takarajima Island
88821, C, Y, Y, Y, Y, N, N, N, N, [28,25.8], [129,42.7], 4, 笠利, カサリ：奄美空港, Kasari
88836, B, Y, Y, Y, Y, Y, N, Y, Y, [28,22.7], [129,29.7], 3, 名瀬, ナゼ, Naze
88851, C, Y, Y, Y, Y, N, N, N, N, [28,19.2], [129,55.6], 5, 喜界島, キカイジマ：喜界空港, Kikaijima Island
88901, C, Y, Y, Y, Y, Yev, N, Y, N, [28,8.6], [129,18.9], 2, 古仁屋, コニヤ, Koniya
88931, C, Y, Y, Y, Y, N, N, N, N, [27,50.1], [128,52.8], 2, 天城, アマギ：徳之島空港, Amagi
88956, C, Y, Y, Y, Y, Yev, N, Y, N, [27,40.6], [128,58.4], 44, 伊仙, イセン, Isen
88971, B, Y, Y, Y, Y, Y, N, Y, Y, [27,25.9], [128,42.3], 27, 沖永良部, オキノエラブ：沖永良部空港, Okinoerabu
88986, C, Y, Y, Y, Y, N, N, N, N, [27,2.6], [128,24.1], 14, 与論島, ヨロンジマ：与論空港, Yoronjima Island
91011, C, Y, Y, Y, Y, Yev, N, Y, N, [26,56.9], [127,56.4], 14, 伊是名, イゼナ, Izena
91021, C, Y, Y, Y, Y, Yev, N, Y, N, [26,50.1], [128,16.3], 232, 奥, オク, Oku
91046, C, N, Y, N, N, N, N, N, N, [26,43.7], [128,10.7], 8, 国頭, クニガミ, Kunigami
91066, C, N, Y, N, N, N, N, N, N, [26,41.1], [127,53.9], 25, 本部, モトブ, Motobu
91081, C, N, Y, N, N, N, N, N, N, [26,37.9], [128,9.2], 24, 東, ヒガシ, Higashi
91096, C, N, Y, N, N, N, N, N, N, [26,35.5], [127,14.3], 14, 粟国, アグニ, Aguni
91107, B, Y, Y, Y, Y, Y, N, Y, Y, [26,35.6], [127,57.9], 6, 名護, ナゴ, Nago
91121, C, N, Y, N, N, N, N, N, N, [26,24.4], [127,44.0], 90, 読谷, ヨミタン, Yomitan
91141, C, Y, Y, Y, Y, N, N, N, N, [26,21.8], [126,42.8], 7, 北原, キタハラ：久米島空港, Kitahara
91146, B, Y, Y, Y, Y, Y, N, Y, Y, [26,20.2], [126,48.2], 5, 久米島, クメジマ, Kumejima Island
91151, C, N, Y, N, N, N, N, N, N, [26,22.4], [127,8.5], 7, 渡名喜, トナキ, Tonaki
91161, C, N, Y, N, N, N, N, N, N, [26,19.6], [127,48.3], 86, 胡屋, ゴヤ, Goya
91166, C, Y, Y, Y, Y, Yev, N, Y, N, [26,21.8], [127,58.3], 100, 宮城島, ミヤギジマ, Miyagijima Island
91181, C, Y, Y, Y, Y, Yev, N, Y, N, [26,12.6], [127,21.8], 220, 渡嘉敷, トカシキ, Tokashiki
91197, A, Y, Y, Y, Y, Y, N, Y, Y, [26,12.4], [127,41.2], 28, 那覇, ナハ, Naha
91236, C, Y, Y, Y, Y, N, N, N, N, [26,11.6], [127,38.3], 3, 安次嶺, アシミネ：那覇空港, Ashimine
91241, C, Y, Y, Y, Y, Yev, N, Y, N, [26,9.2], [127,45.9], 186, 糸数, イトカズ, Itokazu
92006, C, Y, Y, Y, Y, N, N, N, N, [25,56.6], [131,19.6], 22, 北大東, キタダイトウ：北大東空港, Kita-Daito
92011, A, Y, Y, Y, Y, Y, N, Y, Y, [25,49.7], [131,13.7], 15, 南大東, ミナミダイトウ, Minami-Daito
92012, C, Y, Y, Y, Y, N, N, N, N, [25,50.8], [131,15.8], 48, 旧東, キュウトウ：南大東空港, Kyuto
93012, C, Y, Y, Y, Y, N, N, N, N, [24,49.6], [125,8.6], 8, 下地島, シモジシマ：下地島空港, Shimojishima Island
93041, A, Y, Y, Y, Y, Y, N, Y, Y, [24,47.6], [125,16.7], 39, 宮古島, ミヤコジマ, Miyakojima Island
93042, C, Y, Y, Y, Y, N, N, N, N, [24,46.9], [125,17.7], 43, 鏡原, カガミハラ：宮古空港, Kagamihara
93051, C, N, Y, N, N, N, N, N, N, [24,44.6], [125,24.6], 55, 城辺, グスクベ, Gusukube
93062, C, Y, Y, Y, Y, N, N, N, N, [24,39.2], [124,40.5], 10, 仲筋, ナカスジ：多良間空港, Nakasuji
94001, C, Y, Y, Y, Y, Yev, N, Y, N, [24,30.4], [124,16.8], 11, 伊原間, イバルマ, Ibaruma
94011, C, Y, Y, Y, Y, N, N, N, N, [24,28.0], [122,58.7], 15, 所野, トコロノ：与那国空港, Tokorono
94017, B, Y, Y, Y, Y, Y, N, Y, Y, [24,28.0], [123,0.6], 30, 与那国島, ヨナグニジマ, Yonagunijima Island
94036, C, N, Y, N, N, N, N, N, N, [24,28.0], [124,8.4], 7, 川平, カビラ, Kabira
94062, B, Y, Y, Y, Y, Y, N, Y, Y, [24,25.6], [123,45.9], 10, 西表島, イリオモテジマ, Iriomotejima Island
94081, A, Y, Y, Y, Y, Y, N, Y, Y, [24,20.2], [124,9.8], 6, 石垣島, イシガキジマ, Ishigakijima Island
94086, C, Y, Y, Y, Y, N, N, N, N, [24,23.7], [124,14.7], 31, 盛山, モリヤマ：新石垣空港, Moriyama
94101, C, Y, Y, Y, Y, Yev, N, Y, N, [24,15.9], [123,52.3], 33, 大原, オオハラ, Ohara
94116, C, Y, Y, Y, Y, Yev, N, Y, N, [24,3.3], [123,46.0], 38, 波照間, ハテルマ, Hateruma


項目名についての参照：https://www.dpac.dpri.kyoto-u.ac.jp/enomoto/pymetds/JSON.html
