都府県振興局,観測所番号,種類,観測装置の種類,観測_降水量,観測_気温,観測_風向,観測_風速,観測_相対湿度,観測_日照時間,降雪の深さ,観測所名,カタカナ名,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ), 風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2
茨城,40221,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,古河,コガ,古河市北町,36,12.1,139,43,20,10,1.5,#1978.1.11,-,Excluding humidity
茨城,40231,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,下館,シモダテ,筑西市西石田,36,16.9,139,59.3,24,6.5,1.5,2001.12.10,-,Excluding humidity
茨城,40241,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,柿岡,カキオカ,石岡市柿岡,36,14,140,11.3,27,-,-,1975.5.20,-,-
茨城,40251,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,美野里,ミノリ,小美玉市部室,36,14.2,140,19.5,25,-,-,1975.5.20,-,-
茨城,40281,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,下妻,シモツマ,下妻市二本紀,36,10.1,139,56.7,20,10,1.5,#1978.1.11,-,Excluding humidity
茨城,40311,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,鉾田,ホコタ,鉾田市安房,36,10.1,140,31.6,32,10,1.5,1978.1.31,-,Excluding humidity
茨城,40326,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,坂東,バンドウ,坂東市辺田,36,2.1,139,53.6,16,-,-,#,-,-
茨城,40336,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,つくば,ツクバ,つくば市長峰_高層気象台,36,3.4,140,7.5,25,20.4,-,1990.3.9,40905,-
茨城,40341,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,土浦,ツチウラ,土浦市木田余東台,36,6.2,140,13.2,26,10,1.5,#1978.1.12,-,Excluding humidity
茨城,40391,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,江戸崎,エドサキ,稲敷市江戸崎甲,35,57.6,140,19.2,25,-,-,1975.3.28,-,-
茨城,40406,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,鹿嶋,カシマ,鹿嶋市城山,35,57.8,140,37.3,37,10,1.5,#1978.1.17,-,Excluding humidity
茨城,40426,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,龍ケ崎,リュウガサキ,龍ケ崎市大徳町,35,53.4,140,12.7,4,9.4,1.5,(1975.5.20)1978.12.19,-,Excluding humidity
栃木,41011,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,那須高原,ナスコウゲン,那須郡那須町大島,37,7.4,140,2.1,749,6.6,1.5,#1977.11.9,41900,-
栃木,41076,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,五十里,イカリ,日光市五十里堀割,36,55.3,139,41.7,620,10,1.5,(1975.5.20)1977.11.10,-,Excluding humidity
栃木,41091,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,黒磯,クロイソ,那須塩原市埼玉,36,58.9,140,1.1,343,10,1.5,#1977.12.26,-,Excluding humidity
栃木,41116,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,土呂部,ドロブ,日光市土呂部,36,53.5,139,34.1,925,10,1.5,1977.11.10,41905,Excluding humidity
栃木,41141,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大田原,オオタワラ,大田原市宇田川,36,50.4,140,2.1,188,10,1.5,#1976.2.20,-,Excluding humidity
栃木,41166,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,奥日光,オクニッコウ,日光市中宮祠_日光特別地域気象観測所,36,44.3,139,30,1292,11.3,-,#1975.11.27,41910,-
栃木,41171,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,今市,イマイチ,日光市瀬川,36,43.6,139,40.6,414,10,1.5,1978.12.21,-,Excluding humidity
栃木,41181,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,塩谷,シオヤ,塩谷郡塩谷町大字田所,36,45.4,139,53,225,10.5,1.5,1978.12.21,-,Excluding humidity
栃木,41211,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,足尾,アシオ,日光市足尾町,36,38.8,139,26.9,650,-,-,1975.5.20,-,-
栃木,41241,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,高根沢,タカネザワ,塩谷郡高根沢町上高根沢台の原,36,36.4,139,59.9,148,-,-,#,-,-
栃木,41247,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,那須烏山,ナスカラスヤマ,那須烏山市森田字小塙前,36,38.5,140,7,82,10.5,1.5,2009.2.24,-,Excluding humidity
栃木,41271,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,鹿沼,カヌマ,鹿沼市見野,36,35.5,139,44.1,165,10.5,1.5,#1978.1.9,-,Excluding humidity
栃木,41277,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,宇都宮,ウツノミヤ,宇都宮市明保野町_宇都宮地方気象台,36,32.9,139,52.1,119,49.4,-,1989.12.20,41915,-
栃木,41311,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,葛生,クズウ,佐野市豊代町,36,25.9,139,35.4,120,-,-,#,-,-
栃木,41331,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,真岡,モオカ,真岡市下籠谷,36,28.6,139,59.2,91,10,1.5,#1978.1.10,-,Excluding humidity
栃木,41356,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,足利,アシカガ,足利市上渋垂町,36,18.1,139,28.4,28,-,-,#,-,-
栃木,41361,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,佐野,サノ,佐野市田沼町,36,21.8,139,34.2,68,10.8,1.5,(1975.5.20)1978.1.9,-,Excluding humidity
栃木,41371,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,栃木,トチギ,栃木市平井町,36,22.4,139,42.2,65,-,-,#,-,-
栃木,41376,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,小山,オヤマ,小山市出井,36,20.3,139,49.8,44,15.8,1.5,#1978.1.10,-,Excluding humidity
群馬,42046,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,藤原,フジワラ,利根郡みなかみ町藤原字屋倉,36,51.8,139,3.5,700,10,4,1977.11.11,42900,Excluding humidity
群馬,42091,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,みなかみ,ミナカミ,利根郡みなかみ町湯原,36,46.4,138,57.9,524,10.2,-,(1975.5.20)1977.12.23,42905,-
群馬,42106,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,片品,カタシナ,利根郡片品村鎌田,36,46.3,139,14.3,861,-,-,1977.7.19,-,-
群馬,42121,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,草津,クサツ,吾妻郡草津町草津,36,37,138,35.5,1223,7.5,2.5,#1977.12.23,42910,Excluding humidity
群馬,42146,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,沼田,ヌマタ,沼田市井土上町,36,40.1,139,1.3,390,10,1.5,#1977.12.21,-,Excluding humidity
群馬,42186,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,中之条,ナカノジョウ,吾妻郡中之条町伊勢町,36,35.2,138,51,354,10,1.5,(1975.5.20)1977.12.21,-,Excluding humidity
群馬,42221,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,田代,タシロ,吾妻郡嬬恋村田代,36,27.8,138,27.8,1230,10,2,#1977.12.22,-,Excluding humidity
群馬,42241,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,榛名山,ハルナサン,高崎市榛名湖町沼ノ原甲,36,28.3,138,52.4,1088,-,-,#,-,-
群馬,42251,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,前橋,マエバシ,前橋市昭和町_前橋地方気象台,36,24.3,139,3.6,112,-,-,#1975.2.27,42915,Air temperature/rain
群馬,42251,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,前橋,マエバシ,前橋市元総社町,36,23.2,139,2.3,112,12.6,-,#1975.2.27,-,Wind/sunshine
群馬,42261,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,黒保根,クロホネ,桐生市黒保根町水沼,36,30.1,139,17,285,-,-,1978.6.16,-,-
群馬,42266,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,桐生,キリュウ,桐生市元宿町,36,24.6,139,19.5,117,10,1.5,#1976.2.5,-,Excluding humidity
群馬,42286,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,上里見,カミサトミ,高崎市上里見町,36,22.6,138,53.7,183,6.5,1.5,#1977.12.19,-,Excluding humidity
群馬,42302,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,伊勢崎,イセサキ,伊勢崎市宮子町,36,19.9,139,9.9,64,12,1.5,1998.7.27,-,Excluding humidity
群馬,42326,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,西野牧,ニシノマキ,甘楽郡下仁田町西野牧,36,14.7,138,42.4,375,10,1.5,#1977.12.20,-,Excluding humidity
群馬,42341,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,藤岡,フジオカ,藤岡市藤岡,36,14.5,139,4.2,95,-,-,#,-,-
群馬,42366,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,館林,タテバヤシ,館林市富士原町,36,14.4,139,30.8,23,10.1,1.5,#1978.12.22,-,Excluding humidity
群馬,42396,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,神流,カンナ,多野郡神流町大字黒田字坂井道下,36,6.5,138,53.8,357,8.5,1.5,1977.11.17,-,Excluding humidity
埼玉,43051,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,寄居,ヨリイ,大里郡寄居町大字折原,36,6.3,139,11,128,10,1.5,(1975.5.17)1977.12.19,-,Excluding humidity
埼玉,43056,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,熊谷,クマガヤ,熊谷市桜町_熊谷地方気象台,36,9,139,22.8,30,16.7,-,#1975.3.3,43905,-
埼玉,43091,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,上吉田,カミヨシダ,秩父市上吉田,36,3.2,138,58.8,275,-,-,1977.8.25,-,-
埼玉,43121,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,鴻巣,コウノス,鴻巣市中央,36,3.9,139,31.3,15,-,-,1975.6.11,-,-
埼玉,43126,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,久喜,クキ,久喜市六万部,36,5.2,139,38.1,12,10,1.5,#1977.12.20,-,Excluding humidity
埼玉,43151,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,三峰,ミツミネ,秩父市三峰,35,55.6,138,55.4,975,-,-,1975.5.16,-,-
埼玉,43156,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,秩父,チチブ,秩父市上町_秩父特別地域気象観測所,35,59.4,139,4.4,232,17.2,-,#1975.11.28,43900,-
埼玉,43157,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,浦山,ウラヤマ,秩父市浦山,35,55.2,139,4.2,400,-,-,1977.6.28,-,-
埼玉,43162,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,ときがわ,トキガワ,比企郡ときがわ町大字大野字宮澤,35,59.4,139,12.4,295,-,-,2000.4.28,-,-
埼玉,43171,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,鳩山,ハトヤマ,比企郡鳩山町大字赤沼,35,59.1,139,20.1,44,6.5,1.5,1977.12.22,-,Excluding humidity
埼玉,43231,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,飯能,ハンノウ,飯能市征矢町,35,50.3,139,19.3,84,-,-,#,-,-
埼玉,43241,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,さいたま,サイタマ,さいたま市桜区大字宿,35,52.5,139,35.2,8,10,1.5,#1977.12.22,-,Excluding humidity
埼玉,43256,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,越谷,コシガヤ,越谷市大字北後谷,35,53,139,45.4,3,10,1.5,#1977.12.20,-,Excluding humidity
埼玉,43266,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,所沢,トコロザワ,所沢市勝楽寺,35,46.4,139,24.8,119,10,1.5,(1975.6.11)1977.12.21,-,Excluding humidity
東京,44046,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,小河内,オゴウチ,西多摩郡奥多摩町原,35,47.5,139,3,530,9.5,1.5,#1976.12.15,-,Excluding humidity
東京,44051,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,小沢,オザワ,西多摩郡檜原村,35,44.1,139,7.4,420,-,-,1977.8.2,-,-
東京,44056,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,青梅,オウメ,青梅市新町,35,47.3,139,18.7,155,10,1.5,(1975.5.16)1976.12.14,-,Excluding humidity
東京,44071,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,練馬,ネリマ,練馬区石神井台,35,44.3,139,35.5,51,11.3,1.5,2012.12.26,-,Excluding humidity
東京,44112,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,八王子,ハチオウジ,八王子市元本郷町,35,40,139,19,123,49.8,1.5,1983.9.30,-,Excluding humidity
東京,44116,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,府中,フチュウ,府中市幸町,35,41,139,29,59,9.3,1.5,1976.12.14,-,Excluding humidity
東京,44126,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,世田谷,セタガヤ,世田谷区岡本,35,37.6,139,37.2,35,-,-,#,-,-
東京,44132,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,東京,トウキョウ,千代田区北の丸公園_東京管区気象台,35,41.5,139,45,25,-,-,2007.11.1,44900,Air temperature/rain
東京,44132,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,東京,トウキョウ,千代田区北の丸公園,35,41.5,139,45.1,20,35.3,-,2007.11.1,-,Wind/sunshine
東京,44136,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,江戸川臨海,エドガワリンカイ,江戸川区臨海町,35,38.3,139,51.8,5,10.2,-,#1976.12.13,-,Excluding humidity
東京,44166,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,羽田,ハネダ,大田区羽田空港_東京航空地方気象台,35,33.2,139,46.8,6,10,-,#1993.10.12,-,Excluding sunlight/humidity/atmospheric pressure
東京,44172,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,大島,オオシマ,大島町元町字家の上_大島特別地域気象観測所,34,44.9,139,21.7,74,27.1,-,1991.12.18,-,-
東京,44173,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,大島北ノ山,オオシマキタノヤマ,大島町元町字北の山_大島航空気象観測所,34,46.9,139,21.6,38,9,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
東京,44191,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,利島,トシマ,利島村,34,31.7,139,16.9,100,-,-,2014.7.25,-,-
東京,44207,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,新島,ニイジマ,新島村川原_新島航空気象観測所,34,22.1,139,16.1,29,10,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
東京,44216,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,神津島,コウヅシマ,神津島村金長_神津島航空気象観測所,34,11.3,139,8,138,10,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
東京,44226,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,三宅島,ミヤケジマ,三宅村神着_三宅島特別地域気象観測所,34,7.4,139,31.2,38,13.2,-,#1975.12.10,-,-
東京,44228,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,三宅坪田,ミヤケツボタ,三宅村坪田_三宅島航空気象観測所,34,4.4,139,33.6,20,6.5,-,2000.9.11,-,Excluding sunlight/humidity/atmospheric pressure
東京,44262,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,八重見ヶ原,ヤエミガハラ,八丈島八丈町大賀郷_八丈島航空気象観測所,33,6.9,139,47.1,92,10.3,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
東京,44263,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,八丈島,ハチジョウジマ,八丈島八丈町大賀郷_八丈島特別地域気象観測所,33,7.3,139,46.7,151,-,-,1975.3.13,-,Air temperature/rain
東京,44263,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,八丈島,ハチジョウジマ,八丈島八丈町大賀郷,33,6.2,139,47,74,18.1,-,1975.3.13,-,Wind/sunshine
東京,44281,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,青ヶ島,アオガシマ,青ヶ島村,32,28,139,45.6,272,-,-,2014.7.31,-,-
東京,44301,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,父島,チチジマ,小笠原村父島字西町_父島気象観測所,27,5.5,142,11.4,3,15.8,-,1986.3.18,-,-
東京,44316,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,母島,ハハジマ,小笠原村母島字評議平,26,38.1,142,9.7,32,-,-,2007.8.29,-,-
東京,44356,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,南鳥島,ミナミトリシマ,小笠原村南鳥島_南鳥島気象観測所,24,17.3,153,59,7,15.8,-,2010.6.1,-,-
静岡,50066,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,富士山,フジサン,富士宮市富士山頂_富士山特別地域気象観測所,35,21.6,138,43.6,3775,-,-,2004.8.26,-,Air temperature/sunshine
千葉,45061,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,我孫子,アビコ,我孫子市新木野,35,51.8,140,6.6,20,10,1.5,2010.3.11,-,Excluding humidity
千葉,45081,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,香取,カトリ,香取市大根,35,51.5,140,30.1,37,7.9,1.5,1999.10.12,-,Excluding humidity
千葉,45086,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,東庄,トウノショウ,香取郡東庄町小南,35,47.7,140,40.9,52,-,-,#,-,-
千葉,45106,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,船橋,フナバシ,船橋市薬円台,35,42.7,140,2.6,28,7.9,1.5,1999.8.3,-,Excluding humidity
千葉,45116,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,佐倉,サクラ,佐倉市角来字屋敷前,35,43.7,140,12.7,5,10.4,1.5,(1975.4.16)1978.12.18,-,Excluding humidity
千葉,45121,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,成田,ナリタ,成田市古込字込前_成田航空地方気象台,35,45.8,140,23.1,41,10,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
千葉,45147,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,銚子,チョウシ,銚子市川口町_銚子地方気象台,35,44.3,140,51.4,20,28.2,-,1986.8.22,45900,-
千葉,45181,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,横芝光,ヨコシバヒカリ,山武郡横芝光町横芝,35,39.4,140,28.8,6,10,1.5,(1975.5.16)1978.1.10,-,Excluding humidity
千葉,45212,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,千葉,チバ,千葉市中央区中央港_千葉特別地域気象観測所,35,36.1,140,6.2,3,47.9,-,1981.3.30,45905,-
千葉,45261,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,茂原,モバラ,茂原市高師,35,26.2,140,17.6,11,10,1.5,#1978.1.11,-,Excluding humidity
千葉,45282,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,木更津,キサラヅ,木更津市請西南,35,21.7,139,56.4,60,10.1,1.5,2006.9.22,-,Excluding humidity
千葉,45291,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,牛久,ウシク,市原市米沢,35,23.8,140,8.9,30,9.4,1.5,1978.1.11,-,Excluding humidity
千葉,45326,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,坂畑,サカハタ,君津市坂畑,35,14.1,140,5.9,120,10,1.5,1978.1.12,-,Excluding humidity
千葉,45331,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,大多喜,オオタキ,夷隅郡大多喜町松尾,35,15.1,140,12.9,70,-,-,1975.5.16,-,-
千葉,45346,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,鋸南,キョナン,安房郡鋸南町大六,35,7.3,139,50.2,10,-,-,#,-,-
